prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,198934338605wd,1123419890515153,0,1,1,,1,1,15,9,N,0,1,,7,1123419890515011,3,6,6,1,0,0,,,,4,33,33,4,1,3,1989,1123419890515,05,wd,,,1123419890515011,1,,,8,9,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1750,03741,8,34,59.485888325,198934338605wd,,0,1123419890515011
ATLANTIC MACKEREL,ATLANTIC COD,198934338606we,1123419890604153,0,1,1,,1,4,15,27,O,0,4,,3,1123419890604015,3,6,6,0,2,0,,,,4,33,25,4,1,3,1989,1123419890604,06,we,,,1123419890604015,1,8,0,8,1,,,12JUN91:16:07,1,2,1,,,,8791030402,8850030302,1,88,2,1730,01610,8,46,23.915588223,198934338606we,,0,1123419890604015
,,198934338605wd,1123419890515153,0,1,1,,1,1,15,17,O,0,0,,7,1123419890515010,3,6,6,1,0,0,,,,,33,50,4,1,3,1989,1123419890515,05,wd,,,1123419890515010,1,,,8,9,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1740,05043,8,46,137.2610724,198934338605wd,,0,1123419890515010
,,198934338606we,1123419890604153,0,1,1,,3,0,15,27,O,0,4,,3,1123419890604017,3,6,6,0,0,1,,,,4,33,25,4,1,3,1989,1123419890604,06,we,,,1123419890604017,,,,8,1,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1735,01610,8,17,23.915588223,198934338606we,,0,1123419890604015
,,198934338605wd,1123419890515153,0,1,1,,2,1,15,9,N,0,2,,7,1123419890515009,3,6,6,0,0,0,,,,4,33,33,4,1,3,1989,1123419890515,05,wd,,,1123419890515009,,,,8,9,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1735,03741,8,44,59.485888325,198934338605wd,,0,1123419890515009
,,198934338605wd,1123419890515153,0,1,1,,2,1,15,19,O,0,0,,7,1123419890515008,3,6,6,0,0,0,,,,5,33,36,4,1,3,1989,1123419890515,05,wd,,,1123419890515008,,,,8,9,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1732,02901,8,25,137.2610724,198934338605wd,,0,1123419890515008
,,198934338605wd,1123419890515153,0,1,1,,1,1,15,17,O,0,0,,7,1123419890515007,3,6,6,1,0,0,,,,,33,50,4,1,3,1989,1123419890515,05,wd,,,1123419890515007,1,0,1,8,9,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1725,05043,8,30,137.2610724,198934338605wd,,0,1123419890515007
,,198934338605wd,1123419890515153,0,1,1,,2,1,15,9,N,0,1,,7,1123419890515006,3,6,6,0,0,0,,,,4,33,33,4,1,3,1989,1123419890515,05,wd,,,1123419890515006,,,,8,9,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1720,03741,8,13,59.485888325,198934338605wd,,0,1123419890515006
,ATLANTIC COD,198934338605wd,1123419890515153,0,1,1,,1,1,15,15,Y,0,4,,6,1123419890515005,3,6,6,0,1,0,,,,4,33,33,4,1,3,1989,1123419890515,05,wd,,,1123419890515005,1,2,0,8,1,,,12JUN91:16:07,1,1,1,,,,8791030402,,1,88,8,1710,03842,8,26,197.57091596,198934338605wd,,0,1123419890515005
,ATLANTIC COD,198934338606we,1123419890604153,0,1,1,,3,0,15,27,O,0,4,,3,1123419890604018,3,6,6,0,0,1,,,,4,33,25,4,1,3,1989,1123419890604,06,we,,,1123419890604018,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1740,01610,8,20,23.915588223,198934338606we,,0,1123419890604015
,ATLANTIC COD,198934338606wd,11234198906071524,0,1,1,,1,1,15,15,Y,50,150,,3,1123419890607003,24,6,6,0,1,0,,,,4,33,33,4,1,3,1989,1123419890607,06,wd,,,1123419890607003,1,1,0,8,1,,,12JUN91:16:07,1,1,1,,,,8791030402,,1,88,8,1610,03844,8,24,151.01505115,198934338606wd,,0,1123419890607003
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,11,Y,0,0,,7,1123419890513016,3,6,6,2,0,0,,,,4,33,33,4,1,3,1989,1123419890513,05,we,,,1123419890513016,1,0,1,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1820,03102,8,28,34.423632195,198934338605we,,0,1123419890513016
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,2,1,15,13,N,0,0,,7,1123419890513015,3,6,6,0,0,0,,,,4,33,33,4,1,3,1989,1123419890513,05,we,,,1123419890513015,,,,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1815,03275,8,12,10.3644827,198934338605we,,0,1123419890513015
,ATLANTIC COD,198934338606wd,11234198906071524,0,1,1,,1,1,15,93,O,0,0,,3,1123419890607007,24,6,6,1,0,0,,,,5,33,36,4,1,3,1989,1123419890607,06,wd,,,1123419890607007,1,,,8,1,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1630,02306,8,28,104.91669671,198934338606wd,,0,1123419890607007
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,13,N,0,0,,7,1123419890513014,3,6,6,1,0,0,,,,4,33,33,4,1,3,1989,1123419890513,05,we,,,1123419890513014,1,,,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1810,03275,8,34,10.3644827,198934338605we,,0,1123419890513014
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,13,N,0,0,,7,1123419890513013,3,6,6,2,0,0,,,,4,33,33,4,1,3,1989,1123419890513,05,we,,,1123419890513013,1,0,1,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1803,03275,8,15,10.3644827,198934338605we,,0,1123419890513013
,ATLANTIC COD,198934338606wd,11234198906071524,0,1,1,,1,1,15,93,O,0,0,,3,1123419890607008,24,6,6,0,7,0,,,,5,33,36,4,1,3,1989,1123419890607,06,wd,,,1123419890607008,1,3,0,8,1,,,12JUN91:16:07,1,1,1,,,,8791030402,,1,88,8,1645,02301,8,36,104.91669671,198934338606wd,,0,1123419890607008
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,13,N,0,0,,7,1123419890513012,3,6,6,1,0,0,,,,4,33,33,4,1,3,1989,1123419890513,05,we,,,1123419890513012,1,0,1,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1800,03275,8,12,10.3644827,198934338605we,,0,1123419890513012
,,198934338605we,1123419890513153,0,1,1,,1,1,15,93,O,1,30,,8,1123419890513011,3,6,6,2,0,0,,,,5,33,51,4,1,3,1989,1123419890513,05,we,,,1123419890513011,1,,,8,9,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1735,05101,8,36,23.915588223,198934338605we,,0,1123419890513011
,,198934338605we,1123419890513153,0,1,1,,1,1,15,1,O,0,0,,7,1123419890513010,3,6,6,1,0,0,,,,5,33,36,4,1,3,1989,1123419890513,05,we,,,1123419890513010,1,0,19,8,1,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1725,02110,8,46,23.915588223,198934338605we,,0,1123419890513010
,,198934338606wd,11234198906071524,0,1,1,,1,1,15,998,O,0,0,,3,1123419890607004,24,6,6,1,12,0,,,,,33,99,4,1,3,1989,1123419890607,06,wd,,,1123419890607004,1,2,0,8,1,,,12JUN91:16:07,1,1,1,,,,,,1,88,8,1620,99997,8,49,104.91669671,198934338606wd,,0,1123419890607004
,,198934338605we,1123419890513153,0,1,1,,1,1,15,17,O,0,0,,7,1123419890513009,3,6,6,2,0,0,,,,4,33,25,4,1,3,1989,1123419890513,05,we,,,1123419890513009,1,0,6,8,1,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1720,01850,8,46,23.915588223,198934338605we,,0,1123419890513009
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,13,O,1,1,,7,1123419890513008,3,6,6,2,0,0,,,,4,33,25,4,1,3,1989,1123419890513,05,we,,,1123419890513008,1,0,2,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1715,99998,8,28,23.915588223,198934338605we,,0,1123419890513008
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,13,O,1,1,,7,1123419890513007,3,6,6,1,0,0,,,,4,33,25,4,1,3,1989,1123419890513,05,we,,,1123419890513007,1,0,2,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1710,01331,8,27,23.915588223,198934338605we,,0,1123419890513007
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,9,O,0,2,,5,1123419890513006,3,6,6,1,0,0,,,,4,33,25,4,1,3,1989,1123419890513,05,we,,,1123419890513006,1,,,8,1,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1658,01923,8,43,23.915588223,198934338605we,,0,1123419890513006
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,2,1,15,9,O,0,2,,5,1123419890513004,3,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1123419890513,05,we,,,1123419890513004,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1650,01905,8,27,23.915588223,198934338605we,,0,1123419890513004
,ATLANTIC MACKEREL,198934338606we,11234198906101521,0,1,1,,1,1,15,9,O,2,3,,4,1123419890610009,21,6,6,1,0,0,,,,4,33,25,4,1,3,1989,1123419890610,06,we,,,1123419890610009,1,0,17,8,1,,,12JUN91:16:07,1,8,1,,,,8850030302,,1,88,8,1720,01844,8,42,23.915588223,198934338606we,,0,1123419890610009
,ATLANTIC COD,198934338605we,1123419890513153,0,1,1,,1,1,15,9,O,0,0,,6,1123419890513003,3,6,6,2,0,0,,,,4,33,25,4,1,3,1989,1123419890513,05,we,,,1123419890513003,1,0,2,8,1,,,12JUN91:16:07,1,8,1,,,,8791030402,,1,88,8,1645,99998,8,37,23.915588223,198934338605we,,0,1123419890513003
,ATLANTIC COD,198934338606we,11234198906101521,0,1,1,,1,1,15,15,Y,0,0,,3,1123419890610011,21,6,6,2,0,0,,,,4,33,33,4,8,3,1989,1123419890610,06,we,,,1123419890610011,1,0,40,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,2,88,8,1735,99998,8,24,34.423632195,198934338606we,,0,1123419890610011
,ATLANTIC COD,198934338606we,11234198906101521,0,1,1,,1,1,15,15,Y,0,1,,3,1123419890610012,21,6,6,2,0,0,,,,4,33,33,4,8,3,1989,1123419890610,06,we,,,1123419890610012,1,0,47,8,9,,,12JUN91:16:07,1,8,1,,,,8791030402,,2,88,8,1740,99998,8,26,34.423632195,198934338606we,,0,1123419890610012
,,198934338606we,1123419890604153,0,1,1,,1,1,15,27,O,0,0,,5,1123419890604007,3,6,6,1,0,0,,,,4,33,25,4,1,3,1989,1123419890604,06,we,,,1123419890604007,1,,,8,1,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1700,01568,8,31,23.915588223,198934338606we,,0,1123419890604007
,ATLANTIC MACKEREL,198934338606we,11234198906101521,0,1,1,,2,1,15,17,O,0,0,,2,1123419890610002,21,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1123419890610,06,we,,,1123419890610002,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8850030302,,1,88,8,1635,01801,8,20,23.915588223,198934338606we,,0,1123419890610002
,,198934338605we,11272198905281524,0,1,2,,2,1,15,7,O,0,0,,3,1127219890528018,24,6,6,0,0,0,,,,4,33,9,4,1,3,1989,1127219890528,05,we,,,1127219890528018,,,,8,1,,,12JUN91:16:07,2,8,1,,,,,,1,88,8,1111,06457,8,30,1414.2222458,198934338605we,,0,1127219890528018
,,198934338605we,11272198905281524,0,1,2,,1,1,15,11,O,0,1,,3,1127219890528014,24,6,6,1,0,0,,,,,33,50,4,1,3,1989,1127219890528,05,we,,,1127219890528014,1,,,8,1,,,12JUN91:16:07,2,8,1,,,,,,1,88,8,1103,05483,8,41,1414.2222458,198934338605we,,0,1127219890528014
,,198934338605we,11272198905281524,0,1,2,,1,1,15,13,O,0,1,,3,1127219890528010,24,6,6,0,1,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528010,1,1,0,8,1,,,12JUN91:16:07,2,1,1,,,,,,1,88,8,1051,01085,8,23,1414.2222458,198934338605we,,0,1127219890528010
HADDOCK,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,13,O,0,6,,3,1127219890528007,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528007,,,,8,9,,,12JUN91:16:07,2,8,1,,,,8791030402,8791031301,1,88,8,1042,01101,8,33,1414.2222458,198934338605we,,0,1127219890528007
HADDOCK,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,11,Y,0,2,,3,1127219890528006,24,6,6,0,0,0,,,,4,33,33,4,1,3,1989,1127219890528,05,we,,,1127219890528006,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,8791031301,1,88,8,1040,03062,8,15,2035.6039741,198934338605we,,0,1127219890528006
,,198934338605we,11272198905281524,0,1,2,,2,1,15,15,Y,0,2,,3,1127219890528002,24,6,6,0,0,0,,,,4,33,33,4,1,3,1989,1127219890528,05,we,,,1127219890528002,,,,8,1,,,12JUN91:16:07,2,8,1,,,,,,1,88,8,1030,03842,8,13,2035.6039741,198934338605we,,0,1127219890528002
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,15,Y,0,2,,3,1127219890528001,24,6,6,0,0,0,,,,4,33,33,4,1,3,1989,1127219890528,05,we,,,1127219890528001,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1028,03843,8,39,2035.6039741,198934338605we,,0,1127219890528001
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,11,Y,0,5,,3,1127219890528005,24,6,6,0,0,0,,,,4,33,33,4,1,3,1989,1127219890528,05,we,,,1127219890528005,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1038,03062,8,38,2035.6039741,198934338605we,,0,1127219890528005
,HADDOCK,198934338605we,11272198905281524,0,1,2,,2,1,15,11,O,0,1,,3,1127219890528004,24,6,6,0,0,0,,,,,33,50,4,1,3,1989,1127219890528,05,we,,,1127219890528004,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791031301,,1,88,8,1035,05478,8,37,1414.2222458,198934338605we,,0,1127219890528004
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,15,O,0,3,,3,1127219890528008,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528008,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1045,01075,8,42,1414.2222458,198934338605we,,0,1127219890528008
,,198934338605we,11272198905281524,0,1,2,,2,1,15,11,O,0,1,,3,1127219890528003,24,6,6,0,0,0,,,,,33,50,4,1,3,1989,1127219890528,05,we,,,1127219890528003,,,,8,1,,,12JUN91:16:07,2,8,1,,,,,,1,88,8,1033,05478,8,38,1414.2222458,198934338605we,,0,1127219890528003
,HADDOCK,198934338605we,11272198905281524,0,1,2,,2,1,15,13,O,0,2,,3,1127219890528009,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528009,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791031301,,1,88,8,1048,01085,8,68,1414.2222458,198934338605we,,0,1127219890528009
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,11,O,0,0,,3,1127219890528015,24,6,6,0,0,0,,,,,33,50,4,1,3,1989,1127219890528,05,we,,,1127219890528015,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1105,05483,8,41,1414.2222458,198934338605we,,0,1127219890528015
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,5,O,0,15,,3,1127219890528016,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528016,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1107,02780,8,19,1414.2222458,198934338605we,,0,1127219890528016
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,17,O,0,0,,3,1127219890528017,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528017,,,,8,9,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1109,01876,8,35,1414.2222458,198934338605we,,0,1127219890528017
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,17,O,0,0,,3,1127219890528013,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528013,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1059,01824,8,21,1414.2222458,198934338605we,,0,1127219890528013
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,5,O,0,15,,3,1127219890528020,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528020,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1222,02780,8,23,1414.2222458,198934338605we,,0,1127219890528020
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,13,O,0,3,,3,1127219890528019,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528019,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1215,01085,8,27,1414.2222458,198934338605we,,0,1127219890528019
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,7,O,0,2,,3,1127219890528021,24,6,6,0,0,0,,,,4,33,9,4,1,3,1989,1127219890528,05,we,,,1127219890528021,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1246,06480,8,52,1414.2222458,198934338605we,,0,1127219890528021
,ATLANTIC COD,198934338605we,11272198905281524,0,1,2,,2,1,15,17,O,2,12,,3,1127219890528012,24,6,6,0,0,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528012,,,,8,1,,,12JUN91:16:07,2,8,1,,,,8791030402,,1,88,8,1057,01824,8,20,1414.2222458,198934338605we,,0,1127219890528012
,,198934338605we,11272198905281524,0,1,2,,1,1,15,15,O,0,1,,3,1127219890528011,24,6,6,1,1,0,,,,4,33,25,4,1,3,1989,1127219890528,05,we,,,1127219890528011,1,1,0,8,1,,,12JUN91:16:07,2,1,1,,,,,,1,88,8,1055,01033,8,18,1414.2222458,198934338605we,,0,1127219890528011
,UNIDENTIFIED FLOUNDER OR SOLE,198934338705wd,11272198905261517,0,1,1,,2,1,15,11,Y,0,2,,3,1127219890526009,17,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890526,05,wd,,,1127219890526009,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8857000000,,1,88,8,1654,03838,8,48,541.61755539,198934338705wd,,0,1127219890526009
,WINTER FLOUNDER,198934338706we,11272198906031517,0,1,1,,2,1,15,15,Y,3,25,,1.5,1127219890603002,17,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890603,06,we,,,1127219890603002,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8857042001,,1,88,8,1252,03042,8,43,520.29798424,198934338706we,,0,1127219890603002
,STRIPED BASS,198934338706we,11272198906241783,0,1,1,,1,1,17,13,N,15,150,,1.5,1127219890624003,83,8,7,0,1,0,,,,4,33,33,4,1,3,1989,1127219890624,06,we,,,1127219890624003,1,1,0,8,1,,,12JUN91:16:07,1,1,1,,,,8835020102,,1,88,8,1312,03263,8,34,336.22989813,198934338706we,,0,1127219890624003
,STRIPED BASS,198934338706we,11272198906241783,0,1,1,,2,1,17,17,Y,0,12,,2,1127219890624012,83,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890624,06,we,,,1127219890624012,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1900,03820,8,59,520.29798424,198934338706we,,0,1127219890624012
,STRIPED BASS,198934338706we,11272198906241783,0,1,1,,2,1,17,83,O,4,24,,6,1127219890624008,83,8,7,0,0,0,,,,7,33,12,4,1,3,1989,1127219890624,06,we,,,1127219890624008,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1457,02674,8,63,291.43728244,198934338706we,,0,1127219890624008
,STRIPED BASS,198934338706we,11272198906241783,0,1,1,,2,1,17,15,Y,20,30,,3,1127219890624006,83,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890624,06,we,,,1127219890624006,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1430,03801,8,27,520.29798424,198934338706we,,0,1127219890624006
,WINTER FLOUNDER,198934338706we,11272198906241783,0,1,1,,1,1,17,17,Y,15,30,,3.5,1127219890624005,83,8,7,1,0,0,,,,4,33,33,4,1,3,1989,1127219890624,06,we,,,1127219890624005,1,,,8,1,,,12JUN91:16:07,1,8,1,,,,8857042001,,1,88,8,1408,03820,8,24,520.29798424,198934338706we,,0,1127219890624005
,STRIPED BASS,198934338706we,11272198906241783,0,1,1,,2,1,17,1,O,1,5,,3,1127219890624002,83,8,7,0,0,0,,,,4,33,23,4,1,3,1989,1127219890624,06,we,,,1127219890624002,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1250,04240,8,32,291.43728244,198934338706we,,0,1127219890624002
WINTER FLOUNDER,ATLANTIC MACKEREL,198934338706wd,11272198906231517,0,1,1,,1,1,15,15,Y,8,12,,7.5,1127219890623005,17,8,7,3,4,0,,,,4,33,33,4,1,3,1989,1127219890623,06,wd,,,1127219890623005,1,,,8,1,,,12JUN91:16:07,1,1,1,,,,8850030302,8857042001,1,88,8,1558,03862,8,65,541.61755539,198934338706wd,,0,1127219890623005
,WINTER FLOUNDER,198934338706wd,11272198906231517,0,1,1,,1,1,15,15,Y,3,11,,5,1127219890623004,17,8,7,3,1,0,,,,4,33,33,4,1,3,1989,1127219890623,06,wd,,,1127219890623004,1,,,8,1,,,12JUN91:16:07,1,1,1,,,,8857042001,,1,88,8,1525,03833,8,77,541.61755539,198934338706wd,,0,1127219890623004
,WINTER FLOUNDER,198934338706wd,11272198906231517,0,1,1,,1,1,15,15,Y,0,0,,5,1127219890623003,17,8,7,3,0,0,,,,4,33,33,4,1,3,1989,1127219890623,06,wd,,,1127219890623003,1,,,8,1,,,12JUN91:16:07,1,8,1,,,,8857042001,,1,88,8,1500,03077,8,62,541.61755539,198934338706wd,,0,1127219890623003
,STRIPED BASS,198934338706we,11272198906171534,0,1,1,,2,1,15,15,Y,0,5,,5,1127219890617006,34,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890617,06,we,,,1127219890617006,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1610,03801,8,35,427.78516691,198934338706we,,0,1127219890617006
,WINTER FLOUNDER,198934338706wd,11272198906231517,0,1,1,,1,1,15,13,N,0,0,,3,1127219890623002,17,8,7,1,0,0,,,,4,33,33,4,1,3,1989,1127219890623,06,wd,,,1127219890623002,1,,,8,1,,,12JUN91:16:07,1,8,1,,,,8857042001,,1,88,8,1348,03106,8,68,350.00715166,198934338706wd,,0,1127219890623002
,STRIPED BASS,198934338706we,11272198906171534,0,1,1,,2,1,15,9,N,2,4,,4.5,1127219890617004,34,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890617,06,we,,,1127219890617004,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1356,99998,8,47,276.4457435,198934338706we,,0,1127219890617004
,STRIPED BASS,198934338706we,11272198906171534,0,1,1,,2,1,15,15,Y,40,160,,1.5,1127219890617002,34,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890617,06,we,,,1127219890617002,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1147,03840,8,18,427.78516691,198934338706we,,0,1127219890617002
,STRIPED BASS,198934338706we,11272198906171534,0,1,1,,2,1,15,31,O,2,25,,1.5,1127219890617001,34,8,7,0,0,0,,,,4,33,23,4,1,3,1989,1127219890617,06,we,,,1127219890617001,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020102,,1,88,8,1132,03903,8,42,239.6175851,198934338706we,,0,1127219890617001
,ATLANTIC MACKEREL,198934338706wd,11272198906161517,0,1,1,,1,1,15,15,Y,0,6,,4.5,1127219890616005,17,8,7,1,0,0,,,,4,33,33,4,1,3,1989,1127219890616,06,wd,,,1127219890616005,1,0,1,8,1,,,12JUN91:16:07,1,8,1,,,,8850030302,,1,88,8,1612,03840,8,30,541.61755539,198934338706wd,,0,1127219890616005
,WHITE PERCH,198934338706wd,11272198906161516,0,1,1,,2,1,15,3,N,1,4,,3,1127219890616001,16,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890616,06,wd,,,1127219890616001,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8835020101,,1,88,8,1338,03872,8,30,287.77329978,198934338706wd,,0,1127219890616001
,,198934338706we,11272198906241783,0,1,1,,2,1,17,83,O,4,24,,6,1127219890624007,83,8,7,0,0,0,,,,7,33,12,4,1,3,1989,1127219890624,06,we,,,1127219890624007,,,,8,1,,,12JUN91:16:07,1,8,1,,,,,,1,88,8,1446,02674,8,19,291.43728244,198934338706we,,0,1127219890624007
,,198934338706we,11272198906101517,0,1,1,,2,1,15,15,Y,0,0,,3,1127219890610005,17,8,7,0,0,0,,,,4,33,33,4,8,3,1989,1127219890610,06,we,,,1127219890610005,,,,8,1,,,12JUN91:16:07,1,8,1,,,,,,2,88,8,1455,03803,8,20,520.29798424,198934338706we,,0,1127219890610005
,WINTER FLOUNDER,198934338706we,11272198906241783,0,1,1,,2,1,17,15,Y,2,7,,6,1127219890624009,83,8,7,0,0,0,,,,4,33,33,4,1,3,1989,1127219890624,06,we,,,1127219890624009,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8857042001,,1,88,8,1605,03261,8,25,520.29798424,198934338706we,,0,1127219890624009
,ATLANTIC COD,198934338706we,11272198906101517,0,1,1,,1,1,15,11,O,1,4,,6,1127219890610003,17,8,7,1,1,0,,,,4,33,25,4,1,3,1989,1127219890610,06,we,,,1127219890610003,1,1,0,8,1,,,12JUN91:16:07,1,1,1,,,,8791030402,,1,88,8,1405,01364,8,33,291.43728244,198934338706we,,0,1127219890610003
,WINTER FLOUNDER,198934338706we,11272198906101517,0,1,1,,1,1,15,31,O,0,5,,2.5,1127219890610002,17,8,7,0,2,0,,,,4,33,23,4,1,3,1989,1127219890610,06,we,,,1127219890610002,1,2,0,8,1,,,12JUN91:16:07,1,1,1,,,,8857042001,,1,88,8,1328,03908,8,35,291.43728244,198934338706we,,0,1127219890610002
,WINTER FLOUNDER,198934338706we,11272198906101517,0,1,1,,2,1,15,31,O,0,0,,2.5,1127219890610001,17,8,7,0,0,0,,,,4,33,23,4,1,3,1989,1127219890610,06,we,,,1127219890610001,,,,8,1,,,12JUN91:16:07,1,8,1,,,,8857042001,,1,88,8,1316,03908,8,32,291.43728244,198934338706we,,0,1127219890610001
