Date,Time Stamp,Month,Year,Nest #,Time Arrived,Original Time Arrived,Time Departed,Handling time (s),Event,Species,Species 2,Species lumped,Received By,Provided By,Length (bill lengths),Length (cm),Area,Observer,observations,notes,day of year,week of the year
7/22/1999,7/22/1999 16:28,Jul,1999,9,16:28,16:28,16:28,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,203,30
7/22/1999,7/22/1999 16:32,Jul,1999,9,16:32,16:32,16:32,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,203,30
7/23/1999,7/23/1999 15:55,Jul,1999,63,15:55,15:55,15:55,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,204,30
7/23/1999,7/23/1999 15:57,Jul,1999,63,15:57,15:57,15:57,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,204,30
7/23/1999,7/23/1999 16:10,Jul,1999,11,16:10,16:10,16:10,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,204,30
7/23/1999,7/23/1999 16:39,Jul,1999,29,16:39,16:39,16:39,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,0.50,1.91,,DT,blind,,204,30
7/25/1999,7/25/1999 13:33,Jul,1999,63,13:33,13:33,13:33,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,206,31
7/25/1999,7/25/1999 13:40,Jul,1999,63,13:40,13:40,13:40,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,206,31
7/25/1999,7/25/1999 13:43,Jul,1999,64,13:43,13:43,13:43,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,206,31
7/25/1999,7/25/1999 14:00,Jul,1999,64,14:00,14:00,14:00,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,206,31
7/25/1999,7/25/1999 14:12,Jul,1999,62,14:12,14:12,14:12,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,0.50,1.91,,DT,blind,,206,31
7/25/1999,7/25/1999 15:09,Jul,1999,64,15:09,15:09,15:09,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,206,31
7/25/1999,7/25/1999 18:59,Jul,1999,9,18:59,18:59,18:59,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,206,31
7/25/1999,7/25/1999 19:10,Jul,1999,8,19:10,19:10,19:10,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,206,31
7/25/1999,7/25/1999 19:13,Jul,1999,8,19:13,19:13,19:13,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,206,31
7/25/1999,7/25/1999 19:18,Jul,1999,9,19:18,19:18,19:18,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,206,31
7/25/1999,7/25/1999 19:27,Jul,1999,9,19:27,19:27,19:27,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.50,1.91,,DH,blind,,206,31
7/27/1999,7/27/1999 10:18,Jul,1999,63,10:18,10:18,10:18,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,0.50,1.91,,DT,blind,,208,31
7/27/1999,7/27/1999 13:06,Jul,1999,29,13:06,13:06,13:06,,,Unknown Item,,Unknown Item,3rd chick hatched,Unknown Adult,0.50,1.91,,DH,blind,,208,31
7/28/1999,7/28/1999 9:50,Jul,1999,63,9:50,9:50,9:50,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,0.50,1.91,,DH,blind,,209,31
7/30/1999,7/30/1999 10:16,Jul,1999,64,10:16,10:16,10:16,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,0.50,1.91,,DLD,blind,,211,31
7/30/1999,7/30/1999 10:23,Jul,1999,63,10:23,10:23,10:23,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,0.50,1.91,,DLD,blind,,211,31
7/30/1999,7/30/1999 16:46,Jul,1999,63,16:46,16:46,16:46,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DLD,blind,,211,31
7/30/1999,7/30/1999 17:24,Jul,1999,63,17:24,17:24,17:24,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DLD,blind,,211,31
7/31/1999,7/31/1999 6:22,Jul,1999,64,6:22,6:22,6:22,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DLD,blind,,212,31
7/31/1999,7/31/1999 7:09,Jul,1999,64,7:09,7:09,7:09,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.50,1.91,,DLD,blind,,212,31
6/28/1999,6/28/1999 9:02,Jun,1999,2,9:02,9:02,9:02,,,Unknown Item,,Unknown Item,1st chick hatched,Known Male,0.75,2.86,,DT,blind,,179,27
7/25/1999,7/25/1999 18:51,Jul,1999,9,18:51,18:51,18:51,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.75,2.86,,DH,blind,,206,31
7/25/1999,7/25/1999 18:53,Jul,1999,9,18:53,18:53,18:53,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.75,2.86,,DH,blind,,206,31
7/25/1999,7/25/1999 19:32,Jul,1999,8,19:32,19:32,19:32,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,0.75,2.86,,DH,blind,,206,31
7/28/1999,7/28/1999 9:28,Jul,1999,29,9:28,9:28,9:28,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,0.75,2.86,,DH,blind,,209,31
7/30/1999,7/30/1999 9:02,Jul,1999,63,9:02,9:02,9:02,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,0.75,2.86,,DLD,blind,,211,31
7/30/1999,7/30/1999 9:13,Jul,1999,64,9:13,9:13,9:13,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,0.75,2.86,,DLD,blind,,211,31
7/28/1999,7/28/1999 9:35,Jul,1999,62,9:35,9:35,9:35,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,1.00,3.81,,DH,blind,,209,31
7/28/1999,7/28/1999 9:40,Jul,1999,29,9:40,9:40,9:40,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,1.00,3.81,,DH,blind,,209,31
6/26/1999,6/26/1999 15:15,Jun,1999,7,15:15,15:15,Mate Switch,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DH,blind,,177,26
6/27/1999,6/27/1999 10:23,Jun,1999,5,10:23,10:23,Mate Switch,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,178,27
6/27/1999,6/27/1999 11:40,Jun,1999,7,11:40,11:40,11:41,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,178,27
6/28/1999,6/28/1999 15:10,Jun,1999,2,15:10,15:10,15:10,,,Unknown Item,,Unknown Item,1st chick hatched,Known Male,NA,NA,,DH,blind,,179,27
6/28/1999,6/28/1999 15:11,Jun,1999,5,15:11,15:11,>5 Min,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,179,27
6/28/1999,6/28/1999 15:48,Jun,1999,7,15:48,15:48,15:49,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,179,27
7/2/1999,7/2/1999 10:54,Jul,1999,23,10:54,10:54,10:54,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,183,27
7/2/1999,7/2/1999 11:15,Jul,1999,23,11:15,11:15,11:15,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,183,27
7/4/1999,7/4/1999 17:44,Jul,1999,22,17:44,17:44,17:44,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,185,28
7/4/1999,7/4/1999 17:50,Jul,1999,22,17:50,17:50,17:50,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,185,28
7/4/1999,7/4/1999 17:57,Jul,1999,1,17:57,17:57,17:57,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,185,28
7/4/1999,7/4/1999 18:03,Jul,1999,1,18:03,18:03,18:03,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,185,28
7/4/1999,7/4/1999 18:11,Jul,1999,1,18:11,18:11,18:11,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,185,28
7/5/1999,7/5/1999 11:39,Jul,1999,23,11:39,11:39,11:39,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,NA,NA,,DH,blind,,186,28
7/5/1999,7/5/1999 11:43,Jul,1999,23,11:43,11:43,11:45,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,186,28
7/5/1999,7/5/1999 12:24,Jul,1999,11,12:24,12:24,12:26,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,NA,NA,,DH,blind,,186,28
7/5/1999,7/5/1999 12:52,Jul,1999,10,12:52,12:52,12:52,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,186,28
7/7/1999,7/7/1999 10:41,Jul,1999,23,10:41,10:41,10:41,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,188,28
7/9/1999,7/9/1999 11:50,Jul,1999,11,11:50,11:50,11:50,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC/RLC,blind,,190,28
7/9/1999,7/9/1999 11:57,Jul,1999,6,11:57,11:57,11:57,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC/RLC,blind,,190,28
7/10/1999,7/10/1999 12:47,Jul,1999,5,12:47,12:47,12:47,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,NA,NA,,RAC/RLC,blind,,191,28
7/10/1999,7/10/1999 12:57,Jul,1999,10,12:57,12:57,12:57,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC/RLC,blind,,191,28
7/11/1999,7/11/1999 5:41,Jul,1999,6,5:41,5:41,5:41,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC,blind,,192,29
7/11/1999,7/11/1999 5:44,Jul,1999,6,5:44,5:44,5:44,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC,blind,,192,29
7/11/1999,7/11/1999 5:52,Jul,1999,8,5:52,5:52,5:52,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC,blind,,192,29
7/11/1999,7/11/1999 6:35,Jul,1999,1,6:35,6:35,>5 Min,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC,blind,,192,29
7/11/1999,7/11/1999 18:01,Jul,1999,2,18:01,18:01,18:01,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC/RLC,blind,,192,29
7/11/1999,7/11/1999 18:29,Jul,1999,7,18:29,18:29,18:30,,,Unknown Item,,Unknown Item,3rd chick hatched,Unknown Adult,NA,NA,,RAC/RLC,blind,,192,29
7/12/1999,7/12/1999 8:25,Jul,1999,8,8:25,8:25,8:25,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,RAC/RLC,blind,,193,29
7/14/1999,7/14/1999 14:09,Jul,1999,11,14:09,14:09,14:09,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,195,29
7/14/1999,7/14/1999 17:12,Jul,1999,1,17:12,17:12,17:12,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,195,29
7/17/1999,7/17/1999 7:00,Jul,1999,2,7:00,7:00,>5 Min,,,Unknown Item,,Unknown Item,1st chick hatched,Known Female,NA,NA,,DT,blind,,198,29
7/17/1999,7/17/1999 8:19,Jul,1999,2,8:19,8:19,8:19,,,Unknown Item,,Unknown Item,1st chick hatched,Known Female,NA,NA,,DT,blind,,198,29
7/17/1999,7/17/1999 8:24,Jul,1999,2,8:24,8:24,>5 Min,,,Unknown Item,,Unknown Item,1st chick hatched,Known Female,NA,NA,,DT,blind,,198,29
7/17/1999,7/17/1999 10:28,Jul,1999,9,10:28,10:28,10:28,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,198,29
7/18/1999,7/18/1999 5:38,Jul,1999,11,5:38,5:38,5:38,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/18/1999,7/18/1999 5:40,Jul,1999,10,5:40,5:40,5:40,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/18/1999,7/18/1999 5:59,Jul,1999,11,5:59,5:59,5:59,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/18/1999,7/18/1999 6:02,Jul,1999,10,6:02,6:02,6:02,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/18/1999,7/18/1999 6:19,Jul,1999,9,6:19,6:19,6:19,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/18/1999,7/18/1999 6:42,Jul,1999,10,6:42,6:42,6:42,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/18/1999,7/18/1999 7:12,Jul,1999,9,7:12,7:12,7:13,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/18/1999,7/18/1999 9:35,Jul,1999,62,9:35,9:35,9:35,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,199,30
7/18/1999,7/18/1999 11:34,Jul,1999,6,11:34,11:34,>5 Min,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,199,30
7/18/1999,7/18/1999 11:36,Jul,1999,7,11:36,11:36,11:36,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,199,30
7/18/1999,7/18/1999 11:45,Jul,1999,28,11:45,11:45,11:45,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,199,30
7/20/1999,7/20/1999 11:25,Jul,1999,63,11:25,11:25,11:26,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,201,30
7/20/1999,7/20/1999 12:50,Jul,1999,79,12:50,12:50,12:50,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,201,30
7/21/1999,7/21/1999 15:20,Jul,1999,1,15:20,15:20,15:20,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,202,30
7/21/1999,7/21/1999 15:42,Jul,1999,1,15:42,15:42,15:42,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,202,30
7/22/1999,7/22/1999 11:01,Jul,1999,10,11:01,11:01,11:01,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,203,30
7/22/1999,7/22/1999 15:08,Jul,1999,9,15:08,15:08,15:08,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,203,30
7/22/1999,7/22/1999 15:25,Jul,1999,9,15:25,15:25,15:25,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,203,30
7/22/1999,7/22/1999 15:57,Jul,1999,62,15:57,15:57,>5 Min,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,203,30
7/22/1999,7/22/1999 16:52,Jul,1999,9,16:52,16:52,16:52,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,203,30
7/22/1999,7/22/1999 16:53,Jul,1999,9,16:53,16:53,16:53,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,203,30
7/22/1999,7/22/1999 16:59,Jul,1999,9,16:59,16:59,16:59,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,203,30
7/22/1999,7/22/1999 16:59,Jul,1999,79,16:59,16:59,16:59,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,NA,NA,,DH,blind,,203,30
7/23/1999,7/23/1999 15:18,Jul,1999,10,15:18,15:18,15:18,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,204,30
7/23/1999,7/23/1999 16:01,Jul,1999,29,16:01,16:01,16:01,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,204,30
7/23/1999,7/23/1999 16:04,Jul,1999,9,16:04,16:04,16:04,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,204,30
7/23/1999,7/23/1999 16:15,Jul,1999,9,16:15,16:15,16:15,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,204,30
7/23/1999,7/23/1999 16:29,Jul,1999,9,16:29,16:29,16:29,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,204,30
7/23/1999,7/23/1999 16:39,Jul,1999,9,16:39,16:39,16:39,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,204,30
7/23/1999,7/23/1999 16:49,Jul,1999,10,16:49,16:49,16:49,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,204,30
7/25/1999,7/25/1999 13:39,Jul,1999,64,13:39,13:39,13:39,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,NA,NA,,DT,blind,,206,31
7/25/1999,7/25/1999 14:19,Jul,1999,8,14:19,14:19,14:19,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,206,31
7/25/1999,7/25/1999 14:38,Jul,1999,9,14:38,14:38,14:38,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,206,31
7/25/1999,7/25/1999 14:41,Jul,1999,64,14:41,14:41,14:41,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,NA,NA,,DT,blind,,206,31
7/25/1999,7/25/1999 18:49,Jul,1999,9,18:49,18:49,18:49,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,206,31
7/25/1999,7/25/1999 18:57,Jul,1999,9,18:57,18:57,18:57,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,206,31
7/25/1999,7/25/1999 18:58,Jul,1999,9,18:58,18:58,18:58,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,206,31
7/25/1999,7/25/1999 19:01,Jul,1999,8,19:01,19:01,19:01,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,206,31
7/25/1999,7/25/1999 19:03,Jul,1999,8,19:03,19:03,19:03,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,206,31
7/25/1999,7/25/1999 19:41,Jul,1999,62,19:41,19:41,19:41,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,206,31
7/26/1999,7/26/1999 10:39,Jul,1999,10,10:39,10:39,10:39,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,207,31
7/26/1999,7/26/1999 11:48,Jul,1999,8,11:48,11:48,11:48,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,207,31
7/26/1999,7/26/1999 12:11,Jul,1999,8,12:11,12:11,12:11,,,Unknown Item,,Unknown Item,Unknown chick,Unknown Adult,NA,NA,,DH,blind,,207,31
7/27/1999,7/27/1999 9:31,Jul,1999,64,9:31,9:31,9:31,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,NA,NA,,DT,blind,,208,31
7/27/1999,7/27/1999 10:10,Jul,1999,64,10:10,10:10,10:10,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,NA,NA,,DT,blind,,208,31
7/27/1999,7/27/1999 10:18,Jul,1999,63,10:18,10:18,10:18,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,NA,NA,,DT,blind,,208,31
7/27/1999,7/27/1999 10:22,Jul,1999,9,10:22,10:22,10:22,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DH,blind,,208,31
7/27/1999,7/27/1999 13:05,Jul,1999,29,13:05,13:05,13:05,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DH,blind,,208,31
7/27/1999,7/27/1999 13:42,Jul,1999,63,13:42,13:42,13:42,,,Unknown Item,,Unknown Item,1st chick hatched,Unknown Adult,NA,NA,,DH,blind,,208,31
7/28/1999,7/28/1999 8:36,Jul,1999,63,8:36,8:36,8:36,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,NA,NA,,DT,blind,,209,31
7/28/1999,7/28/1999 9:50,Jul,1999,63,9:50,9:50,9:50,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DH,blind,,209,31
7/28/1999,7/28/1999 10:01,Jul,1999,63,10:01,10:01,10:01,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DH,blind,,209,31
7/28/1999,7/28/1999 10:02,Jul,1999,62,10:02,10:02,10:02,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DH,blind,,209,31
7/28/1999,7/28/1999 16:07,Jul,1999,63,16:07,16:07,16:07,,,Unknown Item,,Unknown Item,2nd chick hatched,Unknown Adult,NA,NA,,DT,blind,,209,31
7/28/1999,7/28/1999 16:17,Jul,1999,29,16:17,16:17,16:17,,,Unknown Item,,Unknown Item,Unknown Adult,Unknown Adult,NA,NA,,DT,blind,,209,31
7/3/2000,7/3/2000 10:07,Jul,2000,212,10:07,1007,1007,,,Butterfish,Butterfish,fish,Unknown chick,Parent,1.00,3.81,,MC,blind,,185,28
7/17/2000,7/17/2000 17:19,Jul,2000,282,17:19,1719,1719,,,Butterfish,Butterfish,fish,Unknown chick,Unknown Adult,1.00,3.81,,MC,blind,,199,30
6/21/2000,6/21/2000 14:52,Jun,2000,1,14:52,1452,1453,,,Butterfish,Butterfish,fish,1st chick hatched,Known Male,1.25,4.76,,MC,blind,,173,26
7/2/2000,7/2/2000 7:05,Jul,2000,212,7:05,705,705,,,Butterfish,Butterfish,fish,1st chick hatched,Parent,1.25,4.76,,MC,blind,,184,28
7/15/2000,7/15/2000 16:35,Jul,2000,178,16:35,1635,1635,,,Butterfish,Butterfish,fish,1st chick hatched,Unknown Adult,1.25,4.76,,MC,blind,,197,29
7/15/2000,7/15/2000 17:04,Jul,2000,212,17:04,1704,>5 Min,,,Butterfish,Butterfish,fish,1st chick hatched,Unknown Adult,1.25,4.76,,MC,blind,,197,29
7/15/2000,7/15/2000 15:30,Jul,2000,174,15:30,1530,1530,,,Butterfish,Butterfish,fish,Unknown chick,Unknown Adult,1.50,5.72,,MC,blind,,197,29
7/21/2000,7/21/2000 15:31,Jul,2000,262,15:31,1531,1531,,,Butterfish,Butterfish,fish,1st chick hatched,Unknown Adult,1.50,5.72,,MC,blind,,203,30
7/22/2000,7/22/2000 10:42,Jul,2000,58,10:42,1042,1042,,,Butterfish,Butterfish,fish,Unknown chick,Unknown Adult,1.50,5.72,,MC,blind,,204,30
7/9/2000,7/9/2000 15:15,Jul,2000,231,15:15,1515,1515,,,Butterfish,Butterfish,fish,1st chick hatched,Unknown Adult,2.00,7.62,,RC,blind,,191,29
7/18/2000,7/18/2000 18:57,Jul,2000,60,18:57,1857,>5 Min,,,Butterfish,Butterfish,fish,Unknown chick,Unknown Adult,2.00,7.62,,DH,blind,,200,30
7/18/2000,7/18/2000 19:39,Jul,2000,282,19:39,1939,1939,,,Butterfish,Butterfish,fish,1st chick hatched,Unknown Adult,2.00,7.62,,DH,blind,,200,30
7/18/2000,7/18/2000 10:27,Jul,2000,60,10:27,1027,1027,,,Butterfish,Butterfish,fish,Unknown chick,Unknown Adult,2.50,9.53,,DH,blind,,200,30
7/23/2000,7/23/2000 11:54,Jul,2000,286,11:54,1154,>5 Min,,,Butterfish,Butterfish,fish,1st chick hatched,Unknown Adult,2.50,9.53,,DH,blind,,205,31
7/24/2000,7/24/2000 17:49,Jul,2000,287,17:49,1749,1749,,,Butterfish,Butterfish,fish,Too big,Unknown Adult,2.50,9.53,,DH,blind,,206,31
7/25/2000,7/25/2000 18:24,Jul,2000,328,18:24,1824,1824,,,Hake,Hake,fish,1st chick hatched,Unknown Adult,0.25,0.95,,MC,blind,,207,31
6/21/2000,6/21/2000 16:11,Jun,2000,1,16:11,1611,1611,,,Hake,Hake,fish,1st chick hatched,Known Male,0.50,1.91,,MC,blind,,173,26
6/21/2000,6/21/2000 16:25,Jun,2000,1,16:25,1625,1625,,,Hake,Hake,fish,1st chick hatched,Known Male,0.50,1.91,,MC,blind,,173,26
6/21/2000,6/21/2000 16:52,Jun,2000,1,16:52,1652,1652,,,Hake,Hake,fish,1st chick hatched,Known Female,0.50,1.91,,MC,blind,,173,26
6/21/2000,6/21/2000 16:52,Jun,2000,1,16:52,1652,1652,,,Hake,Hake,fish,1st chick hatched,Known Male,0.50,1.91,,MC,blind,,173,26
6/22/2000,6/22/2000 10:05,Jun,2000,1,10:05,1005,1005,,,Hake,Hake,fish,2nd chick hatched,Known Male,0.50,1.91,,MC,blind,,174,26
6/23/2000,6/23/2000 16:55,Jun,2000,1,16:55,1655,1655,,,Hake,Hake,fish,2nd chick hatched,Known Male,0.50,1.91,,MC,blind,,175,26
6/28/2000,6/28/2000 11:07,Jun,2000,55,11:07,1107,1107,,,Hake,Hake,fish,Unknown chick,Parent,0.50,1.91,,MC,blind,,180,27
6/28/2000,6/28/2000 11:50,Jun,2000,55,11:50,1150,1150,,,Hake,Hake,fish,Unknown chick,Parent,0.50,1.91,,MC,blind,,180,27
7/3/2000,7/3/2000 11:03,Jul,2000,216,11:03,1103,1103,,,Hake,Hake,fish,1st chick hatched,Parent,0.50,1.91,,MC,blind,,185,28
7/21/2000,7/21/2000 14:19,Jul,2000,287,14:19,1419,1421,,,Hake,Hake,fish,1st chick hatched,Unknown Adult,0.50,1.91,,MC,blind,,203,30
7/25/2000,7/25/2000 14:42,Jul,2000,359,14:42,1442,1442,,,Hake,Hake,fish,1st chick hatched,Unknown Adult,0.50,1.91,,DH,blind,,207,31
7/25/2000,7/25/2000 14:50,Jul,2000,341,14:50,1450,1450,,,Hake,Hake,fish,1st chick hatched,Unknown Adult,0.50,1.91,,DH,blind,,207,31
7/25/2000,7/25/2000 14:50,Jul,2000,359,14:50,1450,1450,,,Hake,Hake,fish,1st chick hatched,Unknown Adult,0.50,1.91,,DH,blind,,207,31
