ObservationType,Year,Date,Month,WeekOfYear,DayOfYear,WatchID,IncludeForRegression,WatchDurationMMss,WatchDurationMM,NumberNestsObserved,EventTime,EventTimeTrans,Event,NestID,UniqueNestID,ReceivedBy,UniqueChickID,PreyItem,PreyFamily,PreySizeBillLengths,PreySizeMM,Observer,Notes,ExcludeWatchFromFeedingRateCalculation,HandlingTimeSS,TimeArrived,TimeDeparted,GPSTag,ProvidedBy,video; time stamp
blind,2006,7/10/2006,Jul,28,191,2006_015,,,,,11:11,11:11:00,Feeding,1,2006.1,A,2006.1.A,hake,hake,1,36.5,SEB,,,,11:11,11:11,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_001,,,,,11:12,11:12:00,Feeding,185,2006.185,A,2006.185.A,hake,hake,2,73,MDH,,,,11:12,11:12,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_001,,,,,11:14,11:14:00,Feeding,177,2006.177,A,2006.177.A,hake,hake,2,73,MDH,,,,11:14,11:15,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_015,,,,,11:14,11:14:00,Feeding,3,2006.3,A,2006.3.A,hake,hake,0.75,27.375,SEB,,,,11:14,11:15,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_001,,,,,11:17,11:17:00,Feeding,180,2006.18,A,2006.180.A,hake,hake,0.75,27.375,MDH,,,,11:17,11:17,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_015,,,,,11:17,11:17:00,Feeding,3,2006.3,A,2006.3.A,hake,hake,1,36.5,SEB,,,,11:17,11:17,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_001,,,,,11:18,11:18:00,Feeding,179,2006.179,A,2006.179.A,hake,hake,1.5,54.75,MDH,,,,11:18,11:18,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_001,,,,,11:22,11:22:00,Feeding,191,2006.191,A,2006.191.A,hake,hake,0.75,27.375,MDH,,,,11:22,11:23,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_015,,,,,11:22,11:22:00,Feeding,1,2006.1,A,2006.1.A,hake,hake,1.25,45.625,SEB,,,,11:22,11:22,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_001,,,,,11:28,11:28:00,Feeding,180,2006.18,A,2006.180.A,hake,hake,0.75,27.375,MDH,,,,11:28,11:28,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,11:36,11:36:00,Feeding,104,2006.104,A,2006.104.A,hake,hake,1,36.5,DGH,,,,11:36,11:36,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,11:47,11:47:00,Feeding,110,2006.11,A,2006.110.A,hake,hake,1,36.5,DGH,,,,11:47,11:47,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,11:56,11:56:00,Feeding,108,2006.108,A,2006.108.A,hake,hake,0.75,27.375,DGH,,,,11:56,11:56,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:01,12:01:00,Feeding,106,2006.106,A,2006.106.A,hake,hake,1.5,54.75,DGH,,,,12:01,12:01,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:01,12:01:00,Feeding,110,2006.11,A,2006.110.A,hake,hake,0.75,27.375,DGH,,,,12:01,12:01,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:10,12:10:00,Feeding,108,2006.108,A,2006.108.A,hake,hake,0.75,27.375,DGH,,,,12:10,12:10,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:10,12:10:00,Feeding,111,2006.111,A,2006.111.A,hake,hake,0.75,27.375,DGH,,,,12:10,12:10,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:16,12:16:00,Feeding,112,2006.112,A,2006.112.A,hake,hake,0.75,27.375,DGH,,,,12:16,12:16,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:17,12:17:00,Feeding,111,2006.111,A,2006.111.A,hake,hake,0.75,27.375,DGH,,,,12:17,12:17,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:20,12:20:00,Feeding,110,2006.11,A,2006.110.A,hake,hake,0.75,27.375,DGH,,,,12:20,12:20,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,12:28,12:28:00,Feeding,110,2006.11,A,2006.110.A,hake,hake,0.75,27.375,DGH,,,,12:28,12:28,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,13:01,13:01:00,Feeding,106,2006.106,A,2006.106.A,hake,hake,2,73,DGH,,,,13:01,13:01,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,13:10,13:10:00,Feeding,105,2006.105,A,2006.105.A,hake,hake,1.5,54.75,DGH,,,,13:10,13:10,,Parent,
blind,2006,7/10/2006,Jul,28,191,2006_002,,,,,13:10,13:10:00,Feeding,108,2006.108,A,2006.108.A,hake,hake,1.5,54.75,DGH,,,,13:10,13:10,,Parent,
blind,2006,7/12/2006,Jul,28,193,2006_025,,,,,7:59,7:59:00,Feeding,81,2006.81,A,2006.81.A,hake,hake,1,36.5,MDH,,,,7:59,7:59,,Parent,
blind,2006,7/12/2006,Jul,28,193,2006_025,,,,,8:27,8:27:00,Feeding,76,2006.76,A,2006.76.A,hake,hake,2,73,MDH,,,,8:27,8:27,,Parent,
blind,2006,7/12/2006,Jul,28,193,2006_016,,,,,8:41,8:41:00,Feeding,3,2006.3,A,2006.3.A,hake,hake,1,36.5,SEB,,,,8:41,8:41,,Parent,
blind,2006,7/12/2006,Jul,28,193,2006_016,,,,,9:01,9:01:00,Feeding,3,2006.3,A,2006.3.A,hake,hake,1,36.5,SEB,,,,9:01,9:02,,Parent,
blind,2006,7/14/2006,Jul,28,195,2006_018,,,,,7:43,7:43:00,Feeding,1,2006.1,A,2006.1.A,hake,hake,1,36.5,SEB,,,,7:43,7:43,,Parent,
blind,2006,7/14/2006,Jul,28,195,2006_018,,,,,7:48,7:48:00,Feeding,3,2006.3,A,2006.3.A,hake,hake,1,36.5,SEB,,,,7:48,7:48,,Parent,
blind,2006,7/21/2006,Jul,29,202,2006_024,,,,,14:59,14:59:00,Feeding,171,2006.171,A,2006.171.A,hake,hake,2,73,MDH,,,,14:59,14:59,,Parent,
blind,2006,7/21/2006,Jul,29,202,2006_024,,,,,15:10,15:10:00,Feeding,159,2006.159,Unknown Adult,,hake,hake,2,73,MDH,,,,15:10,15:12,,Parent,
blind,2006,7/21/2006,Jul,29,202,2006_024,,,,,15:20,15:20:00,Feeding,171,2006.171,A,2006.171.A,hake,hake,2,73,MDH,,,,15:20,15:20,,Parent,
blind,2006,7/21/2006,Jul,29,202,2006_024,,,,,15:47,15:47:00,Feeding,168,2006.168,A,2006.168.A,hake,hake,2,73,MDH,,,,15:47,15:47,,Parent,
blind,2006,7/21/2006,Jul,29,202,2006_024,,,,,16:09,16:09:00,Feeding,159,2006.159,Unknown Adult,,hake,hake,2,73,MDH,,,,16:09,16:09,,Parent,
blind,2006,7/29/2006,Jul,30,210,2006_013,,,,,9:21,9:21:00,Feeding,147,2006.147,A,2006.147.A,hake,hake,1,36.5,SEB,,,,9:21,9:21,,Parent,
blind,2006,7/29/2006,Jul,30,210,2006_013,,,,,9:38,9:38:00,Feeding,147,2006.147,A,2006.147.A,hake,hake,0.75,27.375,SEB,,,,9:38,9:38,,Parent,
blind,2006,7/30/2006,Jul,31,211,2006_014,,,,,9:32,9:32:00,Feeding,147,2006.147,A,2006.147.A,hake,hake,1.25,45.625,LW,,,,9:32,9:33,,Parent,
blind,2007,6/17/2007,Jun,25,168,2007_037,,,,,13:14,13:14:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,13:14,13:15,,Unknown Adult,
blind,2007,6/17/2007,Jun,25,168,2007_037,,,,,13:16,13:16:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,13:16,13:20,,Unknown Adult,
blind,2007,6/17/2007,Jun,25,168,2007_037,,,,,13:38,13:38:00,Feeding,101,2007.101,B,2007.101.B,hake,hake,1.25,45.625,JVB,,,,13:38,13:41,,Unknown Adult,
blind,2007,6/17/2007,Jun,25,168,2007_037,,,,,13:42,13:42:00,Feeding,101,2007.101,B,2007.101.B,hake,hake,1.25,45.625,JVB,,,,13:42,13:44,,Unknown Adult,
blind,2007,6/17/2007,Jun,25,168,2007_037,,,,,14:20,14:20:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,14:20,14:22,,Unknown Adult,
blind,2007,6/17/2007,Jun,25,168,2007_037,,,,,14:45,14:45:00,Feeding,101,2007.101,Mate,,hake,hake,1.25,45.625,JVB,,,,14:45,14:51,,Unknown Adult,
blind,2007,6/18/2007,Jun,25,169,2007_038,,,,,13:04,13:04:00,Feeding,101,2007.101,Unknown Adult,,hake,hake,1.25,45.625,JVB,,,,13:04,13:05,,Unknown Adult,
blind,2007,6/18/2007,Jun,25,169,2007_038,,,,,13:12,13:12:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,13:12,13:12,,Unknown Adult,
blind,2007,6/18/2007,Jun,25,169,2007_038,,,,,14:31,14:31:00,Feeding,101,2007.101,Unknown Adult,,hake,hake,2,73,JVB,,,,14:31,14:31,,Unknown Adult,
blind,2007,6/21/2007,Jun,25,172,2007_030,,,,,16:43,16:43:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,16:43,16:43,,Unknown Adult,
blind,2007,6/21/2007,Jun,25,172,2007_030,,,,,17:12,17:12:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,17:12,17:13,,Unknown Adult,
blind,2007,6/21/2007,Jun,25,172,2007_030,,,,,17:15,17:15:00,Feeding,106,2007.106,A,2007.106.A,hake,hake,1,36.5,JVB,,,,17:15,17:16,,Unknown Adult,
blind,2007,6/21/2007,Jun,25,172,2007_030,,,,,17:28,17:28:00,Feeding,103,2007.103,Mate,,hake,hake,1.5,54.75,JVB,,,,17:28,17:48,,Unknown Adult,
blind,2007,6/21/2007,Jun,25,172,2007_030,,,,,17:33,17:33:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,17:33,17:35,,Unknown Adult,
blind,2007,6/21/2007,Jun,25,172,2007_030,,,,,18:20,18:20:00,failed feeding,104,2007.104,Unknown chick,,hake,hake,1.5,54.75,JVB,Stolen,,,18:20,>5 Min,,Unknown Adult,
blind,2007,6/22/2007,Jun,25,173,2007_035,,,,,9:28,9:28:00,Feeding,176,2007.176,Unknown chick,,hake,hake,1.5,54.75,MDH,,,,9:28,9:28,,Parent,
blind,2007,6/22/2007,Jun,25,173,2007_029,,,,,10:45,10:45:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1,36.5,DGH,,,,10:45,10:48,,Unknown Adult,
blind,2007,6/22/2007,Jun,25,173,2007_035,,,,,10:45,10:45:00,Feeding,176,2007.176,Unknown chick,,hake,hake,2,73,MDH,,,,10:45,10:45,,Parent,
blind,2007,6/22/2007,Jun,25,173,2007_029,,,,,11:09,11:09:00,Feeding,101,2007.101,A,2007.101.A,hake,hake,1,36.5,DGH,,,,11:09,11:10,,Unknown Adult,
blind,2007,6/22/2007,Jun,25,173,2007_029,,,,,11:17,11:17:00,Feeding,102,2007.102,Mate,,hake,hake,1.5,54.75,DGH,,,,11:17,11:18,,Unknown Adult,
blind,2007,6/22/2007,Jun,25,173,2007_035,,,,,11:28,11:28:00,Feeding,177,2007.177,A,2007.177.A,hake,hake,1.5,54.75,MDH,,,,11:28,11:28,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,11:59,11:59:00,Feeding,103,2007.103,B,2007.103.B,hake,hake,1.5,54.75,JVB,,,,11:59,>5 Min,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,12:03,12:03:00,Feeding,106,2007.106,A,2007.106.A,hake,hake,1,36.5,JVB,,,,12:03,>5 Min,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,12:08,12:08:00,Feeding,113,2007.113,A,2007.113.A,hake,hake,1.25,45.625,JVB,,,,12:08,12:08,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,12:12,12:12:00,Feeding,108,2007.108,Mate,,hake,hake,1.5,54.75,JVB,,,,12:12,12:16,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,12:13,12:13:00,Feeding,106,2007.106,Self,,hake,hake,1.5,54.75,JVB,,,,12:13,12:14,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,12:30,12:30:00,Feeding,104,2007.104,A,2007.104.A,hake,hake,1.75,63.875,JVB,,,,12:30,>5 Min,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,12:47,12:47:00,failed feeding,111,2007.111,Unknown chick,,hake,hake,1.25,45.625,JVB,Stolen,,,12:47,12:47,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,12:55,12:55:00,Feeding,111,2007.111,Unknown Adult,,hake,hake,1.25,45.625,JVB,,,,12:55,13:00,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,13:03,13:03:00,Feeding,101,2007.101,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,13:03,13:03,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,13:26,13:26:00,Feeding,109,2007.109,Self,,hake,hake,1.5,54.75,JVB,,,,13:26,13:33,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,13:30,13:30:00,Feeding,104,2007.104,Mate,,hake,hake,1.5,54.75,JVB,,,,13:30,13:30,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,13:35,13:35:00,Feeding,105,2007.105,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,13:35,13:37,,Parent,
blind,2007,6/24/2007,Jun,26,175,2007_011,,,,,13:39,13:39:00,Feeding,109,2007.109,Self,,hake,hake,1.25,45.625,JVB,,,,13:39,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,16:39,16:39:00,Feeding,105,2007.105,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,16:39,16:41,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,16:40,16:40:00,Feeding,112,2007.112,A,2007.112.A,hake,hake,1.25,45.625,JVB,,,,16:40,16:40,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:08,17:08:00,Feeding,107,2007.107,Unknown chick,,hake,hake,1,36.5,JVB,,,,17:08,17:09,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:08,17:08:00,Feeding,106,2007.106,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,17:08,17:08,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:11,17:11:00,Feeding,107,2007.107,B,2007.107.B,hake,hake,1.25,45.625,JVB,,,,17:11,17:11,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:30,17:30:00,Feeding,112,2007.112,Unknown chick,,hake,hake,1,36.5,JVB,,,,17:30,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:40,17:40:00,Feeding,103,2007.103,B,2007.103.B,hake,hake,1.5,54.75,JVB,,,,17:40,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:41,17:41:00,Feeding,104,2007.104,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,17:41,17:43,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:44,17:44:00,Feeding,106,2007.106,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,17:44,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:47,17:47:00,Feeding,104,2007.104,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,17:47,17:50,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,17:57,17:57:00,Feeding,104,2007.104,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,17:57,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:00,18:00:00,Feeding,107,2007.107,Unknown chick,,hake,hake,1,36.5,JVB,,,,18:00,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:01,18:01:00,Feeding,102,2007.102,A,2007.102.A,hake,hake,1,36.5,JVB,,,,18:01,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:01,18:01:00,Feeding,102,2007.102,A,2007.102.A,hake,hake,1,36.5,JVB,,,,18:01,18:03,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:01,18:01:00,Feeding,112,2007.112,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,18:01,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:04,18:04:00,Feeding,104,2007.104,Unknown chick,,hake,hake,1,36.5,JVB,,,,18:04,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:06,18:06:00,Feeding,103,2007.103,B,2007.103.B,hake,hake,1.25,45.625,JVB,,,,18:06,18:06,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:10,18:10:00,Feeding,106,2007.106,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,18:10,18:10,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:20,18:20:00,Feeding,102,2007.102,A,2007.102.A,hake,hake,1.25,45.625,JVB,,,,18:20,18:21,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:27,18:27:00,Feeding,105,2007.105,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,18:27,18:28,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:31,18:31:00,Feeding,113,2007.113,Unknown Adult,,hake,hake,1.5,54.75,JVB,,,,18:31,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:34,18:34:00,Feeding,103,2007.103,B,2007.103.B,hake,hake,1.5,54.75,JVB,,,,18:34,18:35,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:44,18:44:00,Feeding,103,2007.103,B,2007.103.B,hake,hake,1.25,45.625,JVB,,,,18:44,>5 Min,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:47,18:47:00,Feeding,107,2007.107,Mate,,hake,hake,1.25,45.625,JVB,,,,18:47,18:50,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,18:47,18:47:00,failed feeding,112,2007.112,Unknown chick,,hake,hake,1.5,54.75,JVB,Stolen,,,18:47,18:49,,Parent,
blind,2007,6/26/2007,Jun,26,177,2007_013,,,,,19:26,19:26:00,Feeding,102,2007.102,A,2007.102.A,hake,hake,1.5,54.75,JVB,,,,19:26,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,5:50,5:50:00,Feeding,106,2007.106,A,2007.106.A,hake,hake,1.25,45.625,JVB,,,,5:50,5:50,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,5:52,5:52:00,Feeding,108,2007.108,Self,,hake,hake,1.25,45.625,JVB,,,,5:52,5:53,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,5:59,5:59:00,Feeding,106,2007.106,A,2007.106.A,hake,hake,1,36.5,JVB,,,,5:59,6:00,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,6:08,6:08:00,Feeding,106,2007.106,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,6:08,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,6:15,6:15:00,Feeding,108,2007.108,A,2007.108.A,hake,hake,1.25,45.625,JVB,,,,6:15,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,6:24,6:24:00,Feeding,113,2007.113,A,2007.113.A,hake,hake,1.25,45.625,JVB,,,,6:24,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,6:24,6:24:00,failed feeding,102,2007.102,Unknown chick,,hake,hake,1.5,54.75,JVB,Stolen,,,6:24,6:25,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,6:32,6:32:00,Feeding,104,2007.104,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,6:32,6:33,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,6:34,6:34:00,Feeding,109,2007.109,A,2007.109.A,hake,hake,1.25,45.625,JVB,,,,6:34,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,6:40,6:40:00,Feeding,105,2007.105,Unknown chick,,hake,hake,0.5,18.25,JVB,,,,6:40,6:41,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,7:04,7:04:00,Feeding,108,2007.108,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,7:04,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,7:19,7:19:00,Feeding,107,2007.107,A,2007.107.A,hake,hake,1.5,54.75,JVB,,,,7:19,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,8:04,8:04:00,Feeding,105,2007.105,B,2007.105.B,hake,hake,1.25,45.625,JVB,,,,8:04,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,8:11,8:11:00,Feeding,106,2007.106,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,8:11,8:11,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,8:12,8:12:00,Feeding,103,2007.103,A,2007.103.A,hake,hake,1.25,45.625,JVB,,,,8:12,8:15,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,8:14,8:14:00,Feeding,107,2007.107,B,2007.107.B,hake,hake,1.25,45.625,JVB,,,,8:14,8:17,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,8:24,8:24:00,Feeding,104,2007.104,A,2007.104.A,hake,hake,1.25,45.625,JVB,,,,8:24,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_001,,,,,8:31,8:31:00,Feeding,112,2007.112,A,2007.112.A,hake,hake,1,36.5,JVB,,,,8:31,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,17:05,17:05:00,Feeding,105,2007.105,A,2007.105.A,hake,hake,1.5,54.75,JVB,,,,17:05,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,17:35,17:35:00,Feeding,105,2007.105,A,2007.105.A,hake,hake,1,36.5,JVB,,,,17:35,17:36,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,17:41,17:41:00,Feeding,106,2007.106,B,2007.106.B,hake,hake,0.75,27.375,JVB,,,,17:41,17:41,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,17:49,17:49:00,Feeding,109,2007.109,A,2007.109.A,hake,hake,1.5,54.75,JVB,,,,17:49,17:53,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,17:49,17:49:00,Feeding,106,2007.106,A,2007.106.A,hake,hake,1,36.5,JVB,,,,17:49,17:51,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,17:55,17:55:00,Feeding,109,2007.109,A,2007.109.A,hake,hake,1.5,54.75,JVB,,,,17:55,17:55,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,18:03,18:03:00,Feeding,112,2007.112,A,2007.112.A,hake,hake,1,36.5,JVB,,,,18:03,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,18:04,18:04:00,Feeding,112,2007.112,A,2007.112.A,hake,hake,1,36.5,JVB,,,,18:04,18:04,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,18:46,18:46:00,Feeding,112,2007.112,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,18:46,18:48,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,19:29,19:29:00,Feeding,109,2007.109,A,2007.109.A,hake,hake,1.5,54.75,JVB,,,,19:29,>5 Min,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,19:35,19:35:00,Feeding,105,2007.105,A,2007.105.A,hake,hake,1.25,45.625,JVB,,,,19:35,17:36,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,19:47,19:47:00,Feeding,106,2007.106,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,19:47,19:48,,Parent,
blind,2007,6/28/2007,Jun,26,179,2007_002,,,,,19:53,19:53:00,Feeding,108,2007.108,A,2007.108.A,hake,hake,1.25,45.625,JVB,,,,19:53,>5 Min,,Parent,
blind,2007,7/1/2007,Jul,27,182,2007_031,,,,,13:38,13:38:00,Feeding,108,2007.108,A,2007.108.A,hake,hake,1,36.5,SEB,,,,13:38,13:39,,Unknown Adult,
blind,2007,7/1/2007,Jul,27,182,2007_031,,,,,13:53,13:53:00,Feeding,108,2007.108,A,2007.108.A,hake,hake,0.5,18.25,SEB,,,,13:53,13:53,,Unknown Adult,
blind,2007,7/1/2007,Jul,27,182,2007_003,,,,,17:26,17:26:00,Feeding,112,2007.112,A,2007.112.A,hake,hake,1.5,54.75,JVB,,,,17:26,>5 Min,,Parent,
blind,2007,7/1/2007,Jul,27,182,2007_003,,,,,17:26,17:26:00,Feeding,113,2007.113,A,2007.113.A,hake,hake,1.5,54.75,JVB,,,,17:26,>5 Min,,Parent,
blind,2007,7/1/2007,Jul,27,182,2007_003,,,,,17:28,17:28:00,Feeding,103,2007.103,B,2007.103.B,hake,hake,1.5,54.75,JVB,,,,17:28,17:28,,Parent,
blind,2007,7/1/2007,Jul,27,182,2007_003,,,,,17:37,17:37:00,Feeding,113,2007.113,A,2007.113.A,hake,hake,1.5,54.75,JVB,,,,17:37,>5 Min,,Parent,
blind,2007,7/1/2007,Jul,27,182,2007_003,,,,,17:45,17:45:00,Feeding,103,2007.103,B,2007.103.B,hake,hake,1.25,45.625,JVB,,,,17:45,17:46,,Parent,
blind,2007,7/1/2007,Jul,27,182,2007_003,,,,,19:18,19:18:00,Feeding,102,2007.102,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,19:18,19:26,,Parent,
blind,2007,7/1/2007,Jul,27,182,2007_003,,,,,19:56,19:56:00,Feeding,102,2007.102,A,2007.102.A,hake,hake,1.5,54.75,JVB,,,,19:56,19:56,,Parent,
blind,2007,7/3/2007,Jul,27,184,2007_004,,,,,5:57,5:57:00,Feeding,105,2007.105,A,2007.105.A,hake,hake,1.5,54.75,JVB,,,,5:57,5:57,,Parent,
blind,2007,7/3/2007,Jul,27,184,2007_004,,,,,6:03,6:03:00,Feeding,102,2007.102,Self,,hake,hake,1.5,54.75,JVB,,,,6:03,6:03,,Parent,
blind,2007,7/3/2007,Jul,27,184,2007_004,,,,,7:01,7:01:00,Feeding,102,2007.102,Unknown chick,,hake,hake,1.25,45.625,JVB,,,,7:01,7:01,,Parent,
blind,2007,7/3/2007,Jul,27,184,2007_004,,,,,7:22,7:22:00,Feeding,104,2007.104,A,2007.104.A,hake,hake,1.25,45.625,JVB,,,,7:22,>5 Min,,Parent,
blind,2007,7/3/2007,Jul,27,184,2007_004,,,,,7:36,7:36:00,Feeding,105,2007.105,Unknown chick,,hake,hake,1.5,54.75,JVB,,,,7:36,7:37,,Parent,
