Season,Year,Tow_Number,Region,Stratum,Common_name,Length,Unit_of_Length,Weight_in_grams,Sex,Maturity_stage
Spring,2005,100,5,3,Flounder Winter,23,CM,113,Male,R
Spring,2005,100,5,3,Flounder Winter,28,CM,262,Female,T
Spring,2005,100,5,3,Flounder Winter,18,CM,49,Female,I
Spring,2005,100,5,3,Flounder Winter,26,CM,205,Male,R
Spring,2005,100,5,3,Flounder Winter,23,CM,119,Female,I
Spring,2005,100,5,3,Flounder Winter,21,CM,82,Female,I
Spring,2005,100,5,3,Flounder Winter,34,CM,499,Female,D
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),40,CM,367,Male,T
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),45,CM,540,Male,D
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),47,CM,682,Female,T
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),23,CM,73,Male,I
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),49,CM,380,Female,D
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),35,CM,230,Male,T
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),34,CM,228,Female,D
Spring,2005,96,5,4,Flounder Atlantic Witch (Gray Sole),36,CM,304,Female,D
Spring,2005,9,1,3,Flounder Yellowtail,27,CM,146,Male,R
Spring,2005,9,1,3,Flounder Yellowtail,30,CM,217,Male,R
Spring,2005,9,1,3,Flounder Yellowtail,26,CM,126,Female,T
Spring,2005,9,1,3,Flounder Yellowtail,29,CM,193,Male,R
Spring,2005,9,1,3,Flounder Yellowtail,29,CM,176,Male,D
Spring,2005,9,1,3,Flounder Yellowtail,30,CM,199,Male,R
Spring,2005,9,1,3,Flounder Yellowtail,37,CM,369,Female,D
Spring,2005,9,1,3,Flounder Yellowtail,32,CM,202,Female,D
Spring,2005,9,1,3,Flounder Yellowtail,31,CM,234,Male,D
Spring,2005,9,1,3,Flounder Yellowtail,33,CM,284,Female,D
Spring,2005,9,1,3,Flounder Yellowtail,36,CM,387,Female,D
Spring,2005,9,1,3,Flounder Yellowtail,30,CM,200,Male,D
Spring,2005,7,1,4,Flounder Yellowtail,34,CM,305,Female,D
Spring,2005,7,1,4,Flounder Yellowtail,35,CM,379,Female,D
Spring,2005,7,1,4,Flounder Yellowtail,33,CM,235,Female,D
Spring,2005,7,1,4,Flounder Yellowtail,32,CM,270,Female,D
Spring,2005,7,1,4,Flounder Yellowtail,33,CM,277,Male,R
Spring,2005,7,1,4,Flounder Yellowtail,33,CM,279,Male,R
Spring,2005,7,1,4,Flounder Yellowtail,27,CM,167,Male,D
Spring,2005,7,1,4,Flounder Yellowtail,30,CM,210,Male,R
Spring,2005,7,1,4,Flounder Yellowtail,33,CM,312,Male,R
Spring,2005,7,1,4,Flounder Yellowtail,30,CM,214,Male,R
Spring,2005,7,1,4,Flounder Yellowtail,35,CM,347,Female,D
Spring,2005,7,1,4,Flounder Yellowtail,26,CM,128,Male,D
Spring,2005,2,1,3,Flounder Yellowtail,36,CM,392,Female,D
Spring,2005,2,1,3,Flounder Yellowtail,35,CM,302,Male,R
Spring,2005,2,1,3,Flounder Yellowtail,33,CM,261,Male,R
Spring,2005,2,1,3,Flounder Yellowtail,27,CM,149,Male,D
Spring,2005,2,1,3,Flounder Yellowtail,24,CM,98,Male,D
Spring,2005,2,1,3,Flounder Yellowtail,31,CM,255,Male,D
Spring,2005,2,1,3,Flounder Yellowtail,25,CM,103,Male,D
Spring,2005,2,1,3,Flounder Yellowtail,25,CM,158,Female,T
Spring,2005,2,1,3,Flounder Yellowtail,33,CM,314,Female,D
Spring,2005,2,1,3,Flounder Yellowtail,27,CM,152,Female,I
Spring,2005,2,1,3,Flounder Yellowtail,32,CM,263,Female,D
Spring,2005,2,1,3,Flounder Yellowtail,32,CM,230,Male,R
Spring,2005,2,1,3,Flounder Yellowtail,30,CM,207,Male,D
Spring,2005,2,1,3,Flounder Yellowtail,32,CM,244,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,34,CM,299,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,32,CM,276,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,33,CM,266,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,30,CM,216,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,31,CM,220,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,28,CM,174,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,26,CM,134,Male,S
Spring,2005,3,1,1,Flounder Yellowtail,33,CM,258,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,32,CM,260,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,18,CM,39,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,31,CM,297,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,28,CM,162,Female,T
Spring,2005,3,1,1,Flounder Yellowtail,29,CM,177,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,27,CM,141,Female,T
Spring,2005,3,1,1,Flounder Yellowtail,26,CM,139,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,32,CM,283,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,38,CM,496,Female,D
Spring,2005,3,1,1,Flounder Yellowtail,26,CM,121,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,31,CM,243,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,29,CM,165,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,30,CM,248,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,25,CM,119,Male,S
Spring,2005,3,1,1,Flounder Yellowtail,31,CM,217,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,33,CM,294,Male,D
Spring,2005,3,1,1,Flounder Yellowtail,30,CM,202,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,23,CM,90,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,36,CM,319,Male,R
Spring,2005,3,1,1,Flounder Yellowtail,29,CM,177,Male,S
Spring,2005,15,1,4,Flounder Winter,21,CM,85,Female,T
Spring,2005,15,1,4,Flounder Winter,23,CM,134,Female,T
Spring,2005,23,2,4,Flounder Winter,28,CM,242,Female,T
Spring,2005,23,2,4,Flounder Winter,29,CM,320,Female,D
Spring,2005,7,1,4,Flounder Winter,28,CM,245,Male,T
Spring,2005,7,1,4,Flounder Winter,29,CM,320,Female,D
Spring,2005,78,4,3,Flounder Winter,25,CM,167,Female,S
Spring,2005,78,4,3,Flounder Winter,20,CM,72,Female,I
Spring,2005,78,4,3,Flounder Winter,21,CM,88,Female,S
Spring,2005,57,3,3,Flounder Winter,33,CM,386,Female,S
Spring,2005,57,3,3,Flounder Winter,20,CM,76,Female,T
Spring,2005,57,3,3,Flounder Winter,19,CM,76,Female,T
Spring,2005,5,1,3,Flounder Winter,31,CM,330,Female,T
Spring,2005,5,1,3,Flounder Winter,30,CM,344,Female,D
Spring,2005,5,1,3,Flounder Winter,24,CM,164,Female,T
Spring,2005,21,2,4,Flounder Winter,24,CM,177,Female,T
Spring,2005,21,2,4,Flounder Winter,19,CM,77,Male,T
Spring,2005,21,2,4,Flounder Winter,18,CM,69,Female,T
Spring,2005,21,2,4,Flounder Winter,29,CM,327,Female,D
Spring,2005,79,5,3,Flounder Winter,23,CM,136,Female,I
Spring,2005,79,5,3,Flounder Winter,40,CM,703,Female,D
Spring,2005,79,5,3,Flounder Winter,35,CM,518,Female,D
Spring,2005,79,5,3,Flounder Winter,27,CM,228,Female,S
Spring,2005,83,4,2,Flounder Winter,13,CM,25,Male,I
Spring,2005,83,4,2,Flounder Winter,18,CM,56,Female,I
Spring,2005,83,4,2,Flounder Winter,23,CM,126,Female,D
Spring,2005,83,4,2,Flounder Winter,26,CM,207,Male,R
Spring,2005,83,4,2,Flounder Winter,15,CM,30,Male,S
Spring,2005,83,4,2,Flounder Winter,24,CM,125,Female,S
Spring,2005,53,3,3,Flounder Winter,19,CM,69,Male,T
Spring,2005,53,3,3,Flounder Winter,29,CM,340,Female,T
Spring,2005,53,3,3,Flounder Winter,26,CM,215,Female,T
Spring,2005,53,3,3,Flounder Winter,23,CM,129,Female,T
Spring,2005,53,3,3,Flounder Winter,23,CM,124,Female,T
Spring,2005,53,3,3,Flounder Winter,25,CM,191,Female,D
Spring,2005,38,2,3,Flounder Winter,28,CM,266,Female,T
Spring,2005,38,2,3,Flounder Winter,26,CM,76,Female,T
Spring,2005,38,2,3,Flounder Winter,14,CM,31,Female,I
Spring,2005,38,2,3,Flounder Winter,22,CM,128,Female,I
Spring,2005,38,2,3,Flounder Winter,18,CM,59,Female,I
Spring,2005,38,2,3,Flounder Winter,19,CM,82,Male,R
Spring,2005,38,2,3,Flounder Winter,19,CM,55,Male,D
Spring,2005,38,2,3,Flounder Winter,19,CM,71,Female,I
Spring,2005,10,1,2,Flounder Winter,20,CM,81,Female,I
Spring,2005,10,1,2,Flounder Winter,20,CM,77,Female,I
Spring,2005,10,1,2,Flounder Winter,24,CM,145,Female,T
Spring,2005,10,1,2,Flounder Winter,18,CM,52,Female,I
Spring,2005,10,1,2,Flounder Winter,33,CM,474,Female,D
Spring,2005,10,1,2,Flounder Winter,26,CM,214,Male,T
Spring,2005,10,1,2,Flounder Winter,18,CM,68,Female,I
Spring,2005,10,1,2,Flounder Winter,18,CM,58,Female,I
Spring,2005,60,3,3,Flounder Winter,19,CM,78,Male,T
Spring,2005,60,3,3,Flounder Winter,15,CM,34,Female,I
Spring,2005,60,3,3,Flounder Winter,17,CM,49,Female,I
Spring,2005,60,3,3,Flounder Winter,21,CM,93,Female,T
Spring,2005,60,3,3,Flounder Winter,25,CM,216,Male,T
Spring,2005,60,3,3,Flounder Winter,13,CM,22,Female,I
Spring,2005,60,3,3,Flounder Winter,28,CM,219,Female,S
Spring,2005,60,3,3,Flounder Winter,19,CM,71,Female,T
Spring,2005,60,3,3,Flounder Winter,21,CM,87,Female,T
Spring,2005,89,5,3,Flounder Winter,31,CM,348,Female,D
Spring,2005,89,5,3,Flounder Winter,25,CM,218,Female,T
Spring,2005,89,5,3,Flounder Winter,28,CM,223,Female,S
Spring,2005,89,5,3,Flounder Winter,34,CM,389,Female,S
Spring,2005,89,5,3,Flounder Winter,24,CM,144,Female,T
Spring,2005,89,5,3,Flounder Winter,31,CM,355,Female,D
Spring,2005,89,5,3,Flounder Winter,38,CM,616,Female,D
Spring,2005,89,5,3,Flounder Winter,28,CM,344,Female,T
Spring,2005,89,5,3,Flounder Winter,40,CM,767,Female,S
Spring,2005,89,5,3,Flounder Winter,34,CM,376,Female,S
Spring,2005,89,5,3,Flounder Winter,25,CM,152,Female,T
Spring,2005,89,5,3,Flounder Winter,30,CM,318,Female,D
Spring,2005,65,4,3,Flounder Winter,15,CM,30,Female,I
Spring,2005,65,4,3,Flounder Winter,17,CM,56,Female,I
Spring,2005,65,4,3,Flounder Winter,13,CM,22,Female,I
Spring,2005,65,4,3,Flounder Winter,15,CM,37,Female,I
Spring,2005,65,4,3,Flounder Winter,20,CM,91,Female,I
Spring,2005,65,4,3,Flounder Winter,33,CM,444,Female,D
Spring,2005,65,4,3,Flounder Winter,17,CM,55,Female,I
Spring,2005,65,4,3,Flounder Winter,18,CM,69,Male,R
Spring,2005,65,4,3,Flounder Winter,20,CM,88,Female,I
Spring,2005,65,4,3,Flounder Winter,17,CM,51,Female,I
Spring,2005,65,4,3,Flounder Winter,30,CM,303,Male,T
Spring,2005,65,4,3,Flounder Winter,15,CM,39,Male,I
Spring,2005,65,4,3,Flounder Winter,20,CM,84,Female,D
Spring,2005,61,3,2,Flounder Winter,22,CM,107,Female,T
Spring,2005,61,3,2,Flounder Winter,13,CM,21,Female,I
Spring,2005,61,3,2,Flounder Winter,27,CM,173,Female,T
Spring,2005,61,3,2,Flounder Winter,15,CM,33,Female,I
Spring,2005,61,3,2,Flounder Winter,16,CM,41,Female,I
Spring,2005,61,3,2,Flounder Winter,19,CM,66,Male,T
Spring,2005,61,3,2,Flounder Winter,14,CM,26,Female,I
Spring,2005,61,3,2,Flounder Winter,31,CM,309,Female,T
Spring,2005,61,3,2,Flounder Winter,14,CM,27,Female,I
Spring,2005,61,3,2,Flounder Winter,22,CM,125,Female,T
Spring,2005,61,3,2,Flounder Winter,18,CM,65,Female,I
Spring,2005,61,3,2,Flounder Winter,24,CM,142,Female,T
Spring,2005,61,3,2,Flounder Winter,13,CM,20,Female,I
Spring,2005,61,3,2,Flounder Winter,19,CM,68,Female,T
Spring,2005,61,3,2,Flounder Winter,19,CM,65,Female,I
Spring,2005,61,3,2,Flounder Winter,20,CM,85,Female,T
Spring,2005,81,4,2,Flounder Winter,27,CM,250,Female,D
Spring,2005,81,4,2,Flounder Winter,18,CM,70,Female,I
Spring,2005,81,4,2,Flounder Winter,9,CM,8,Female,I
Spring,2005,81,4,2,Flounder Winter,18,CM,59,Female,I
Spring,2005,81,4,2,Flounder Winter,15,CM,29,Female,I
Spring,2005,81,4,2,Flounder Winter,17,CM,44,Male,S
Spring,2005,81,4,2,Flounder Winter,16,CM,45,Male,R
Spring,2005,81,4,2,Flounder Winter,12,CM,18,Male,I
Spring,2005,81,4,2,Flounder Winter,15,CM,23,Male,S
Spring,2005,81,4,2,Flounder Winter,17,CM,46,Male,R
Spring,2005,81,4,2,Flounder Winter,15,CM,32,Female,I
Spring,2005,81,4,2,Flounder Winter,12,CM,19,Female,I
Spring,2005,81,4,2,Flounder Winter,17,CM,52,Female,I
Spring,2005,81,4,2,Flounder Winter,13,CM,19,Female,I
Spring,2005,43,3,2,Flounder Winter,21,CM,87,Female,S
Spring,2005,43,3,2,Flounder Winter,12,CM,20,Female,I
Spring,2005,43,3,2,Flounder Winter,21,CM,98,Female,D
Spring,2005,43,3,2,Flounder Winter,8,CM,2,Female,I
Spring,2005,43,3,2,Flounder Winter,22,CM,128,Male,T
Spring,2005,43,3,2,Flounder Winter,16,CM,36,Female,I
Spring,2005,43,3,2,Flounder Winter,10,CM,8,Male,I
Spring,2005,43,3,2,Flounder Winter,9,CM,6,Male,I
Spring,2005,43,3,2,Flounder Winter,12,CM,15,Male,T
Spring,2005,43,3,2,Flounder Winter,16,CM,36,Female,I
Spring,2005,43,3,2,Flounder Winter,9,CM,5,Female,I
Spring,2005,43,3,2,Flounder Winter,13,CM,17,Female,I
Spring,2005,43,3,2,Flounder Winter,12,CM,20,Male,I
Spring,2005,43,3,2,Flounder Winter,23,CM,130,Female,T
Spring,2005,43,3,2,Flounder Winter,13,CM,17,Female,I
Spring,2005,43,3,2,Flounder Winter,31,CM,352,Female,T
Spring,2005,43,3,2,Flounder Winter,15,CM,32,Female,I
Spring,2005,43,3,2,Flounder Winter,12,CM,18,Female,I
Spring,2005,9,1,3,Flounder Winter,18,CM,62,Female,I
Spring,2005,9,1,3,Flounder Winter,23,CM,135,Female,D
Spring,2005,9,1,3,Flounder Winter,27,CM,199,Female,T
Spring,2005,9,1,3,Flounder Winter,24,CM,172,Male,R
Spring,2005,9,1,3,Flounder Winter,29,CM,266,Female,T
Spring,2005,9,1,3,Flounder Winter,17,CM,52,Female,I
Spring,2005,9,1,3,Flounder Winter,18,CM,58,Female,I
Spring,2005,9,1,3,Flounder Winter,26,CM,210,Male,R
Spring,2005,9,1,3,Flounder Winter,20,CM,94,Male,T
Spring,2005,9,1,3,Flounder Winter,24,CM,129,Female,R
Spring,2005,9,1,3,Flounder Winter,21,CM,105,Female,R
Spring,2005,9,1,3,Flounder Winter,32,CM,380,Female,D
Spring,2005,9,1,3,Flounder Winter,19,CM,69,Female,I
Spring,2005,9,1,3,Flounder Winter,26,CM,180,Female,T
Spring,2005,9,1,3,Flounder Winter,19,CM,70,Male,I
Spring,2005,9,1,3,Flounder Winter,20,CM,89,Female,I
Spring,2005,9,1,3,Flounder Winter,26,CM,191,Female,T
Spring,2005,9,1,3,Flounder Winter,20,CM,81,Female,I
Spring,2005,57,3,3,Plaice American (Dab),25,CM,124,Female,D
Spring,2005,57,3,3,Plaice American (Dab),21,CM,54,Male,R
Spring,2005,57,3,3,Plaice American (Dab),14,CM,19,Male,I
Spring,2005,57,3,3,Plaice American (Dab),16,CM,21,Male,S
Spring,2005,57,3,3,Plaice American (Dab),18,CM,35,Female,I
Spring,2005,57,3,3,Plaice American (Dab),18,CM,40,Male,S
Spring,2005,57,3,3,Plaice American (Dab),17,CM,27,Male,T
Spring,2005,57,3,3,Plaice American (Dab),13,CM,15,Male,I
Spring,2005,57,3,3,Plaice American (Dab),31,CM,227,Female,D
Spring,2005,57,3,3,Plaice American (Dab),17,CM,30,Male,T
Spring,2005,57,3,3,Plaice American (Dab),18,CM,36,Male,D
Spring,2005,57,3,3,Plaice American (Dab),18,CM,39,Male,I
Spring,2005,57,3,3,Plaice American (Dab),15,CM,22,Female,I
Spring,2005,57,3,3,Plaice American (Dab),16,CM,25,Male,I
Spring,2005,57,3,3,Plaice American (Dab),22,CM,63,Female,I
Spring,2005,57,3,3,Plaice American (Dab),15,CM,25,Female,I
Spring,2005,57,3,3,Plaice American (Dab),23,CM,91,Female,D
Spring,2005,57,3,3,Plaice American (Dab),18,CM,39,Male,I
Spring,2005,57,3,3,Plaice American (Dab),17,CM,32,Male,I
Spring,2005,19,1,1,Plaice American (Dab),21,CM,52,Male,S
Spring,2005,19,1,1,Plaice American (Dab),21,CM,65,Male,R
Spring,2005,19,1,1,Plaice American (Dab),26,CM,120,Male,R
Spring,2005,19,1,1,Plaice American (Dab),14,CM,17,Male,T
Spring,2005,19,1,1,Plaice American (Dab),18,CM,32,Male,T
Spring,2005,19,1,1,Plaice American (Dab),25,CM,122,Female,R
Spring,2005,19,1,1,Plaice American (Dab),16,CM,25,Male,S
Spring,2005,19,1,1,Plaice American (Dab),19,CM,40,Male,T
Spring,2005,19,1,1,Plaice American (Dab),14,CM,16,Male,S
Spring,2005,19,1,1,Plaice American (Dab),19,CM,47,Male,S
Spring,2005,19,1,1,Plaice American (Dab),17,CM,32,Male,R
Spring,2005,19,1,1,Plaice American (Dab),16,CM,29,Male,T
Spring,2005,19,1,1,Plaice American (Dab),20,CM,48,Male,R
Spring,2005,19,1,1,Plaice American (Dab),29,CM,196,Female,R
Spring,2005,19,1,1,Plaice American (Dab),17,CM,35,Male,R
Spring,2005,19,1,1,Plaice American (Dab),14,CM,13,Male,R
Spring,2005,19,1,1,Plaice American (Dab),26,CM,110,Male,S
Spring,2005,19,1,1,Plaice American (Dab),28,CM,178,Male,R
Spring,2005,19,1,1,Plaice American (Dab),8,CM,5,Male,I
Spring,2005,19,1,1,Plaice American (Dab),17,CM,31,Male,R
Spring,2005,19,1,1,Plaice American (Dab),17,CM,28,Male,T
Spring,2005,19,1,1,Plaice American (Dab),16,CM,26,Male,S
Spring,2005,19,1,1,Plaice American (Dab),20,CM,53,Female,I
Spring,2005,19,1,1,Plaice American (Dab),18,CM,34,Male,S
Spring,2005,19,1,1,Plaice American (Dab),17,CM,35,Male,S
Spring,2005,42,2,3,Plaice American (Dab),20,CM,57,Male,S
Spring,2005,42,2,3,Plaice American (Dab),22,CM,90,Female,T
Spring,2005,42,2,3,Plaice American (Dab),37,CM,412,Female,D
Spring,2005,42,2,3,Plaice American (Dab),34,CM,330,Female,D
Spring,2005,42,2,3,Plaice American (Dab),19,CM,50,Male,R
Spring,2005,42,2,3,Plaice American (Dab),28,CM,182,Female,D
Spring,2005,42,2,3,Plaice American (Dab),28,CM,179,Female,D
Spring,2005,42,2,3,Plaice American (Dab),16,CM,34,Female,I
Spring,2005,42,2,3,Plaice American (Dab),22,CM,76,Female,I
Spring,2005,42,2,3,Plaice American (Dab),19,CM,48,Female,I
Spring,2005,42,2,3,Plaice American (Dab),48,CM,1212,Female,R
Spring,2005,42,2,3,Plaice American (Dab),28,CM,145,Female,T
Spring,2005,42,2,3,Plaice American (Dab),38,CM,399,Female,D
Spring,2005,42,2,3,Plaice American (Dab),21,CM,71,Male,T
Spring,2005,42,2,3,Plaice American (Dab),38,CM,422,Female,D
Spring,2005,42,2,3,Plaice American (Dab),29,CM,161,Male,D
Spring,2005,42,2,3,Plaice American (Dab),38,CM,499,Female,D
Spring,2005,42,2,3,Plaice American (Dab),7,CM,1,Unknown,I
Spring,2005,42,2,3,Plaice American (Dab),24,CM,93,Female,T
Spring,2005,42,2,3,Plaice American (Dab),32,CM,239,Female,D
Spring,2005,42,2,3,Plaice American (Dab),32,CM,269,Female,D
Spring,2005,42,2,3,Plaice American (Dab),19,CM,41,Male,D
Spring,2005,42,2,3,Plaice American (Dab),27,CM,157,Female,D
Spring,2005,42,2,3,Plaice American (Dab),14,CM,28,Male,S
Spring,2005,42,2,3,Plaice American (Dab),23,CM,96,Male,R
Spring,2005,23,2,4,Plaice American (Dab),42,CM,662,Female,D
Spring,2005,23,2,4,Plaice American (Dab),31,CM,221,Female,D
Spring,2005,23,2,4,Plaice American (Dab),31,CM,258,Female,D
Spring,2005,23,2,4,Plaice American (Dab),15,CM,42,Female,I
Spring,2005,23,2,4,Plaice American (Dab),22,CM,86,Male,R
Spring,2005,23,2,4,Plaice American (Dab),29,CM,167,Female,D
Spring,2005,23,2,4,Plaice American (Dab),26,CM,138,Female,D
Spring,2005,23,2,4,Plaice American (Dab),25,CM,130,Female,D
Spring,2005,23,2,4,Plaice American (Dab),32,CM,202,Female,T
Spring,2005,23,2,4,Plaice American (Dab),20,CM,65,Male,R
Spring,2005,23,2,4,Plaice American (Dab),29,CM,174,Female,D
Spring,2005,23,2,4,Plaice American (Dab),41,CM,599,Female,D
Spring,2005,23,2,4,Plaice American (Dab),23,CM,98,Male,T
Spring,2005,23,2,4,Plaice American (Dab),28,CM,177,Female,D
Spring,2005,23,2,4,Plaice American (Dab),45,CM,725,Female,D
Spring,2005,23,2,4,Plaice American (Dab),13,CM,34,Male,I
Spring,2005,23,2,4,Plaice American (Dab),24,CM,107,Female,T
Spring,2005,23,2,4,Plaice American (Dab),25,CM,127,Female,T
Spring,2005,23,2,4,Plaice American (Dab),23,CM,104,Female,D
Spring,2005,23,2,4,Plaice American (Dab),22,CM,88,Male,R
Spring,2005,23,2,4,Plaice American (Dab),31,CM,226,Male,R
Spring,2005,23,2,4,Plaice American (Dab),29,CM,186,Male,R
Spring,2005,23,2,4,Plaice American (Dab),22,CM,89,Female,T
Spring,2005,23,2,4,Plaice American (Dab),29,CM,173,Female,D
Spring,2005,23,2,4,Plaice American (Dab),30,CM,216,Female,D
Spring,2005,52,3,3,Plaice American (Dab),16,CM,25,Female,I
Spring,2005,52,3,3,Plaice American (Dab),23,CM,88,Female,T
Spring,2005,52,3,3,Plaice American (Dab),14,CM,20,Male,I
Spring,2005,52,3,3,Plaice American (Dab),25,CM,103,Male,S
Spring,2005,52,3,3,Plaice American (Dab),39,CM,476,Female,D
Spring,2005,52,3,3,Plaice American (Dab),21,CM,66,Male,T
Spring,2005,52,3,3,Plaice American (Dab),21,CM,62,Male,T
Spring,2005,52,3,3,Plaice American (Dab),21,CM,55,Male,S
Spring,2005,52,3,3,Plaice American (Dab),26,CM,115,Male,T
Spring,2005,52,3,3,Plaice American (Dab),41,CM,551,Female,D
Spring,2005,52,3,3,Plaice American (Dab),17,CM,40,Male,T
Spring,2005,52,3,3,Plaice American (Dab),24,CM,86,Male,S
Spring,2005,52,3,3,Plaice American (Dab),20,CM,56,Male,S
Spring,2005,52,3,3,Plaice American (Dab),24,CM,108,Female,D
Spring,2005,52,3,3,Plaice American (Dab),17,CM,38,Male,T
Spring,2005,52,3,3,Plaice American (Dab),28,CM,189,Female,T
Spring,2005,52,3,3,Plaice American (Dab),25,CM,112,Female,D
Spring,2005,52,3,3,Plaice American (Dab),40,CM,518,Female,D
Spring,2005,52,3,3,Plaice American (Dab),22,CM,72,Male,S
Spring,2005,52,3,3,Plaice American (Dab),24,CM,91,Female,D
Spring,2005,52,3,3,Plaice American (Dab),26,CM,115,Female,T
Spring,2005,52,3,3,Plaice American (Dab),18,CM,38,Male,T
Spring,2005,52,3,3,Plaice American (Dab),37,CM,318,Female,D
Spring,2005,52,3,3,Plaice American (Dab),24,CM,89,Male,R
Spring,2005,52,3,3,Plaice American (Dab),40,CM,465,Female,D
Spring,2005,10,1,2,Plaice American (Dab),17,CM,28,Female,I
Spring,2005,10,1,2,Plaice American (Dab),16,CM,25,Female,I
Spring,2005,10,1,2,Plaice American (Dab),14,CM,15,Male,D
Spring,2005,10,1,2,Plaice American (Dab),29,CM,406,Female,R
Spring,2005,10,1,2,Plaice American (Dab),19,CM,46,Male,S
Spring,2005,10,1,2,Plaice American (Dab),24,CM,76,Female,I
Spring,2005,10,1,2,Plaice American (Dab),18,CM,34,Male,S
Spring,2005,10,1,2,Plaice American (Dab),13,CM,14,Female,I
Spring,2005,10,1,2,Plaice American (Dab),15,CM,20,Male,S
Spring,2005,10,1,2,Plaice American (Dab),14,CM,17,Female,I
Spring,2005,10,1,2,Plaice American (Dab),22,CM,77,Male,R
Spring,2005,10,1,2,Plaice American (Dab),22,CM,69,Male,S
Spring,2005,10,1,2,Plaice American (Dab),21,CM,53,Male,R
Spring,2005,10,1,2,Plaice American (Dab),20,CM,44,Male,R
Spring,2005,10,1,2,Plaice American (Dab),22,CM,58,Male,R
Spring,2005,10,1,2,Plaice American (Dab),15,CM,21,Male,I
Spring,2005,10,1,2,Plaice American (Dab),24,CM,91,Male,R
Spring,2005,10,1,2,Plaice American (Dab),16,CM,25,Female,I
Spring,2005,10,1,2,Plaice American (Dab),19,CM,44,Male,S
Spring,2005,10,1,2,Plaice American (Dab),25,CM,112,Male,R
Spring,2005,10,1,2,Plaice American (Dab),14,CM,19,Female,I
Spring,2005,10,1,2,Plaice American (Dab),19,CM,44,Male,R
Spring,2005,10,1,2,Plaice American (Dab),30,CM,206,Male,S
Spring,2005,10,1,2,Plaice American (Dab),29,CM,158,Female,D
Spring,2005,15,1,4,Plaice American (Dab),31,CM,202,Female,D
Spring,2005,15,1,4,Plaice American (Dab),24,CM,77,Male,T
Spring,2005,15,1,4,Plaice American (Dab),40,CM,507,Female,D
Spring,2005,15,1,4,Plaice American (Dab),25,CM,85,Female,I
Spring,2005,15,1,4,Plaice American (Dab),24,CM,95,Female,D
Spring,2005,15,1,4,Plaice American (Dab),13,CM,12,Female,I
Spring,2005,15,1,4,Plaice American (Dab),31,CM,184,Female,D
Spring,2005,15,1,4,Plaice American (Dab),28,CM,171,Female,D
Spring,2005,15,1,4,Plaice American (Dab),24,CM,88,Female,I
Spring,2005,15,1,4,Plaice American (Dab),26,CM,114,Female,T
Spring,2005,15,1,4,Plaice American (Dab),25,CM,102,Male,T
Spring,2005,15,1,4,Plaice American (Dab),18,CM,37,Male,R
Spring,2005,15,1,4,Plaice American (Dab),17,CM,32,Female,I
Spring,2005,15,1,4,Plaice American (Dab),32,CM,215,Female,D
Spring,2005,15,1,4,Plaice American (Dab),19,CM,42,Female,I
Spring,2005,15,1,4,Plaice American (Dab),25,CM,90,Female,I
Spring,2005,15,1,4,Plaice American (Dab),25,CM,96,Female,D
Spring,2005,15,1,4,Plaice American (Dab),20,CM,47,Female,I
Spring,2005,15,1,4,Plaice American (Dab),31,CM,216,Female,D
Spring,2005,15,1,4,Plaice American (Dab),24,CM,85,Male,R
Spring,2005,15,1,4,Plaice American (Dab),32,CM,201,Male,R
Spring,2005,15,1,4,Plaice American (Dab),22,CM,63,Male,R
Spring,2005,15,1,4,Plaice American (Dab),26,CM,96,Female,I
Spring,2005,15,1,4,Plaice American (Dab),23,CM,63,Female,I
Spring,2005,15,1,4,Plaice American (Dab),28,CM,140,Male,D
Spring,2005,23,2,4,Flounder Yellowtail,30,CM,209,Male,D
Spring,2005,42,2,3,Flounder Yellowtail,30,CM,200,Male,R
Spring,2005,46,3,2,Flounder Yellowtail,31,CM,237,Male,D
