SampleID,Month,Day,Year,StationID,Temp,Salinity,SubstrateName,StationName,Area,DescriptionofArea
2003059,9,18,2003,33,20,31,SAND,Odiorne Beach (BS),LH,Little Harbor
2003059,9,18,2003,33,20,31,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003059,9,18,2003,33,20,31,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003059,9,18,2003,33,20,31,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003060,9,25,2003,107,18,14,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003060,9,25,2003,107,18,14,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003061,10,1,2003,93,16,27,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003061,10,1,2003,93,16,27,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003061,10,1,2003,93,16,27,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003061,10,1,2003,93,16,27,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003061,10,1,2003,93,16,27,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003061,10,1,2003,93,16,27,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003062,10,1,2003,54,16,29,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003062,10,1,2003,54,16,29,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003063,10,1,2003,72,16,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003063,10,1,2003,72,16,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003063,10,1,2003,72,16,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003063,10,1,2003,72,16,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003063,10,1,2003,72,16,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003063,10,1,2003,72,16,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003064,10,1,2003,107,17,13,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003064,10,1,2003,107,17,13,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003066,10,2,2003,35,16,30,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003066,10,2,2003,35,16,30,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003067,10,2,2003,30,19,30,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
2003068,10,2,2003,39,18,14,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003068,10,2,2003,39,18,14,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003068,10,2,2003,39,18,14,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003068,10,2,2003,39,18,14,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003068,10,2,2003,39,18,14,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003068,10,2,2003,39,18,14,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003069,10,3,2003,23,13,30,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003069,10,3,2003,23,13,30,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003069,10,3,2003,23,13,30,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003069,10,3,2003,23,13,30,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003069,10,3,2003,23,13,30,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003069,10,3,2003,23,13,30,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003070,10,3,2003,25,12,31,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003070,10,3,2003,25,12,31,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003070,10,3,2003,25,12,31,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003070,10,3,2003,25,12,31,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003070,10,3,2003,25,12,31,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003070,10,3,2003,25,12,31,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003071,10,3,2003,33,13,30,SAND,Odiorne Beach (BS),LH,Little Harbor
2003071,10,3,2003,33,13,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003071,10,3,2003,33,13,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003071,10,3,2003,33,13,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003072,10,3,2003,29,13,31,SAND,Odiorne Beach (BS),LH,Little Harbor
2003072,10,3,2003,29,13,31,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003072,10,3,2003,29,13,31,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003072,10,3,2003,29,13,31,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003073,10,17,2003,7,11,30,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003073,10,17,2003,7,11,30,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003073,10,17,2003,7,11,30,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003073,10,17,2003,7,11,30,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003073,10,17,2003,7,11,30,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003073,10,17,2003,7,11,30,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003074,10,17,2003,9,11,29,SAND,Odiorne Beach (BS),LH,Little Harbor
2003074,10,17,2003,9,11,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003074,10,17,2003,9,11,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003074,10,17,2003,9,11,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003075,10,17,2003,5,12,30,SAND,Odiorne Beach (BS),LH,Little Harbor
2003075,10,17,2003,5,12,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003075,10,17,2003,5,12,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003075,10,17,2003,5,12,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003076,11,3,2003,54,11,23,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003076,11,3,2003,54,11,23,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003077,11,3,2003,35,11,22,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003077,11,3,2003,35,11,22,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003078,11,3,2003,30,10,24,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
2003079,11,3,2003,39,11,4,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003079,11,3,2003,39,11,4,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003079,11,3,2003,39,11,4,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003079,11,3,2003,39,11,4,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003079,11,3,2003,39,11,4,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003079,11,3,2003,39,11,4,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003080,11,4,2003,23,10,27,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003080,11,4,2003,23,10,27,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003080,11,4,2003,23,10,27,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003080,11,4,2003,23,10,27,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003080,11,4,2003,23,10,27,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003080,11,4,2003,23,10,27,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003081,11,4,2003,25,10,27,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003081,11,4,2003,25,10,27,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003081,11,4,2003,25,10,27,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003081,11,4,2003,25,10,27,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003081,11,4,2003,25,10,27,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003081,11,4,2003,25,10,27,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003082,11,4,2003,33,10,27,SAND,Odiorne Beach (BS),LH,Little Harbor
2003082,11,4,2003,33,10,27,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003082,11,4,2003,33,10,27,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003082,11,4,2003,33,10,27,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003083,11,4,2003,29,10,26,SAND,Odiorne Beach (BS),LH,Little Harbor
2003083,11,4,2003,29,10,26,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003083,11,4,2003,29,10,26,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003083,11,4,2003,29,10,26,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003084,11,17,2003,72,5,22,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2003084,11,17,2003,72,5,22,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2003084,11,17,2003,72,5,22,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2003084,11,17,2003,72,5,22,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2003084,11,17,2003,72,5,22,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2003084,11,17,2003,72,5,22,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2003085,11,17,2003,93,4,18,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003085,11,17,2003,93,4,18,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003086,11,17,2003,147,5,20,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
2003087,11,18,2003,5,7,30,SAND,Odiorne Beach (BS),LH,Little Harbor
2003087,11,18,2003,5,7,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003087,11,18,2003,5,7,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003087,11,18,2003,5,7,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003088,11,18,2003,9,6,29,SAND,Odiorne Beach (BS),LH,Little Harbor
2003088,11,18,2003,9,6,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2003088,11,18,2003,9,6,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2003088,11,18,2003,9,6,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2003089,11,18,2003,7,6,29,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003089,11,18,2003,7,6,29,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2003090,11,18,2003,107,5,6,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2003090,11,18,2003,107,5,6,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004001,6,7,2004,93,17,19,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004001,6,7,2004,93,17,19,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004002,6,7,2004,54,15,20,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004002,6,7,2004,54,15,20,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004002,6,7,2004,54,15,20,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004002,6,7,2004,54,15,20,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004002,6,7,2004,54,15,20,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004002,6,7,2004,54,15,20,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004003,6,7,2004,72,15,19,SAND,Odiorne Beach (BS),LH,Little Harbor
2004003,6,7,2004,72,15,19,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2004003,6,7,2004,72,15,19,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2004003,6,7,2004,72,15,19,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2004004,6,7,2004,147,19,17,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
2004005,6,10,2004,7,16,27,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004005,6,10,2004,7,16,27,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004005,6,10,2004,7,16,27,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004005,6,10,2004,7,16,27,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004005,6,10,2004,7,16,27,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004005,6,10,2004,7,16,27,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004006,6,10,2004,9,16,28,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004006,6,10,2004,9,16,28,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004006,6,10,2004,9,16,28,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004006,6,10,2004,9,16,28,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004006,6,10,2004,9,16,28,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004006,6,10,2004,9,16,28,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004007,6,10,2004,5,15,28,SAND,Odiorne Beach (BS),LH,Little Harbor
2004007,6,10,2004,5,15,28,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2004007,6,10,2004,5,15,28,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2004007,6,10,2004,5,15,28,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2004008,6,18,2004,107,21,9,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004008,6,18,2004,107,21,9,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004009,6,23,2004,35,17,26,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004009,6,23,2004,35,17,26,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004010,6,23,2004,30,18,27,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004010,6,23,2004,30,18,27,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004010,6,23,2004,30,18,27,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004010,6,23,2004,30,18,27,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004010,6,23,2004,30,18,27,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004010,6,23,2004,30,18,27,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004011,6,23,2004,39,21,15,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004011,6,23,2004,39,21,15,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004011,6,23,2004,39,21,15,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004011,6,23,2004,39,21,15,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004011,6,23,2004,39,21,15,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004011,6,23,2004,39,21,15,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004012,6,24,2004,23,16,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004012,6,24,2004,23,16,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004012,6,24,2004,23,16,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004012,6,24,2004,23,16,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004012,6,24,2004,23,16,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004012,6,24,2004,23,16,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004013,6,24,2004,25,16,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004013,6,24,2004,25,16,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004013,6,24,2004,25,16,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004013,6,24,2004,25,16,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004013,6,24,2004,25,16,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004013,6,24,2004,25,16,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004014,6,24,2004,33,17,21,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004014,6,24,2004,33,17,21,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004014,6,24,2004,33,17,21,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004014,6,24,2004,33,17,21,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004014,6,24,2004,33,17,21,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004014,6,24,2004,33,17,21,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004015,6,24,2004,29,17,29,SAND,Odiorne Beach (BS),LH,Little Harbor
2004015,6,24,2004,29,17,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2004015,6,24,2004,29,17,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2004015,6,24,2004,29,17,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2004016,7,6,2004,93,21,27,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004016,7,6,2004,93,21,27,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004017,7,6,2004,54,18,28,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004017,7,6,2004,54,18,28,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004017,7,6,2004,54,18,28,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004017,7,6,2004,54,18,28,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004017,7,6,2004,54,18,28,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004017,7,6,2004,54,18,28,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004018,7,6,2004,72,19,28,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004018,7,6,2004,72,19,28,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004018,7,6,2004,72,19,28,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004018,7,6,2004,72,19,28,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004018,7,6,2004,72,19,28,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004018,7,6,2004,72,19,28,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004019,7,6,2004,107,23,17,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004019,7,6,2004,107,23,17,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004020,7,6,2004,147,26,22,MUD/SHELL,Oyster River (BS),GB,Little Bay/Great Bay
2004020,7,6,2004,147,26,22,MUD/SHELL,Smith & Gilmore (BS),HA,Hampton/Seabrook Estuary
2004021,7,8,2004,35,16,29,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004021,7,8,2004,35,16,29,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004022,7,8,2004,30,18,30,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
2004023,7,8,2004,39,22,17,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004023,7,8,2004,39,22,17,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004024,7,9,2004,5,15,30,SAND,Odiorne Beach (BS),LH,Little Harbor
2004024,7,9,2004,5,15,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2004024,7,9,2004,5,15,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2004024,7,9,2004,5,15,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2004025,7,9,2004,9,16,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004025,7,9,2004,9,16,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004025,7,9,2004,9,16,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004025,7,9,2004,9,16,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004025,7,9,2004,9,16,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004025,7,9,2004,9,16,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004026,7,9,2004,7,15,30,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004026,7,9,2004,7,15,30,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004026,7,9,2004,7,15,30,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004026,7,9,2004,7,15,30,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004026,7,9,2004,7,15,30,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004026,7,9,2004,7,15,30,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004027,7,23,2004,23,22,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004027,7,23,2004,23,22,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004027,7,23,2004,23,22,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004027,7,23,2004,23,22,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004027,7,23,2004,23,22,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004027,7,23,2004,23,22,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004028,7,23,2004,25,22,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004028,7,23,2004,25,22,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004028,7,23,2004,25,22,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004028,7,23,2004,25,22,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004028,7,23,2004,25,22,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004028,7,23,2004,25,22,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004029,7,23,2004,33,23,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004029,7,23,2004,33,23,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004029,7,23,2004,33,23,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004029,7,23,2004,33,23,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004029,7,23,2004,33,23,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004029,7,23,2004,33,23,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004030,7,23,2004,29,23,29,SAND,Odiorne Beach (BS),LH,Little Harbor
2004030,7,23,2004,29,23,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2004030,7,23,2004,29,23,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2004030,7,23,2004,29,23,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2004031,8,4,2004,93,25,28,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004031,8,4,2004,93,25,28,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004032,8,4,2004,72,20,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004032,8,4,2004,72,20,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004032,8,4,2004,72,20,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004032,8,4,2004,72,20,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004032,8,4,2004,72,20,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004032,8,4,2004,72,20,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004033,8,4,2004,107,26,20,MUD,General Sullivan Cove (BS),RI,Piscataqua River
2004033,8,4,2004,107,26,20,MUD,Moody Point(BS),GB,Little Bay/Great Bay
2004034,8,4,2004,147,24,28,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
2004035,8,9,2004,23,18,31,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004035,8,9,2004,23,18,31,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004035,8,9,2004,23,18,31,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004035,8,9,2004,23,18,31,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004035,8,9,2004,23,18,31,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004035,8,9,2004,23,18,31,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004036,8,9,2004,25,19,31,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004036,8,9,2004,25,19,31,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004036,8,9,2004,25,19,31,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004036,8,9,2004,25,19,31,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004036,8,9,2004,25,19,31,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004036,8,9,2004,25,19,31,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004037,8,9,2004,33,21,31,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
2004037,8,9,2004,33,21,31,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004037,8,9,2004,33,21,31,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004037,8,9,2004,33,21,31,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004037,8,9,2004,33,21,31,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
2004037,8,9,2004,33,21,31,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
2004038,8,9,2004,29,20,30,SAND,Odiorne Beach (BS),LH,Little Harbor
2004038,8,9,2004,29,20,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
2004038,8,9,2004,29,20,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
2004038,8,9,2004,29,20,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
2004039,8,23,2004,54,26,26,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
2004039,8,23,2004,54,26,26,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
2004039,8,23,2004,54,26,26,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
2004039,8,23,2004,54,26,26,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
