SampleID,Month,Day,Year,StationName,DescriptionofArea,CommonName,Count
2003057,9,18,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",146
2003057,9,18,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",46
2003057,9,18,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"MULLET, WHITE",2
2003057,9,18,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"HERRING, BLUEBACK (MARINE)",4
2003057,9,18,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"KILLIFISH, STRIPED",4
2003057,9,18,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,MUMMICHOG (COMMON KILLIFISH) (MARINE),1
2003057,9,18,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",8
2003058,9,18,2003,Blackwater River (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",183
2003058,9,18,2003,Blackwater River (BS),Hampton/Seabrook Estuary,"MENHADEN, ATLANTIC (POGY)",2
2003058,9,18,2003,Blackwater River (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",1
2003059,9,18,2003,Brown's River (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",5
2003060,9,25,2003,Moody Point(BS),Little Bay/Great Bay,"FLOUNDER, SMOOTH",1
2003060,9,25,2003,Moody Point(BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),3
2003060,9,25,2003,Moody Point(BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",26
2003060,9,25,2003,Moody Point(BS),Little Bay/Great Bay,"BASS, STRIPED",1
2003060,9,25,2003,Moody Point(BS),Little Bay/Great Bay,"MENHADEN, ATLANTIC (POGY)",28
2003060,9,25,2003,Moody Point(BS),Little Bay/Great Bay,"HERRING, BLUEBACK (MARINE)",7
2003060,9,25,2003,Moody Point(BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",486
2003061,10,1,2003,Herod's Cove (BS),Little Bay/Great Bay,"CRAB, GREEN",4
2003061,10,1,2003,Herod's Cove (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),6
2003061,10,1,2003,Herod's Cove (BS),Little Bay/Great Bay,"FLOUNDER, SMOOTH",5
2003061,10,1,2003,Herod's Cove (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",32
2003061,10,1,2003,Herod's Cove (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",72
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"CRAB, GREEN",2
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),1
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",3
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"MENHADEN, ATLANTIC (POGY)",3
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",16
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"FLOUNDER, WINTER (BLACKBACK)",19
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"FLOUNDER, SMOOTH",1
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"HERRING, BLUEBACK (MARINE)",10
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"SMELT, RAINBOW (MARINE)",28
2003062,10,1,2003,Broad Cove (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",2113
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"CRAB, GREEN",8
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),9
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"STICKLEBACK, THREESPINE",3
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"HERRING, BLUEBACK (MARINE)",3
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"SMELT, RAINBOW (MARINE)",6
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"FLOUNDER, WINTER (BLACKBACK)",17
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"FLOUNDER, SMOOTH",17
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",198
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",57
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",3985
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,LUMPFISH,3
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,GRUBBY,1
2003063,10,1,2003,Fox Point (BS),Little Bay/Great Bay,"CRAB, ROCK",1
2003064,10,1,2003,Moody Point(BS),Little Bay/Great Bay,"CRAB, GREEN",1
2003064,10,1,2003,Moody Point(BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",95
2003064,10,1,2003,Moody Point(BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",72
2003064,10,1,2003,Moody Point(BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),13
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,"CRAB, GREEN",3
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),1
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,"FLOUNDER, WINTER (BLACKBACK)",1
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",14
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,"MENHADEN, ATLANTIC (POGY)",1
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,GRUBBY,1
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",34
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,"SMELT, RAINBOW (MARINE)",2
2003065,10,1,2003,Oyster River (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",1780
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"CRAB, GREEN",8
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"CRAB, ROCK",1
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,ALEWIFE (MARINE),8
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,LUMPFISH,1
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"STICKLEBACK, NINESPINE",22
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"KILLIFISH, STRIPED",8
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"FLOUNDER, SMOOTH",1
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"HERRING, BLUEBACK (MARINE)",67
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"MENHADEN, ATLANTIC (POGY)",151
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"SMELT, RAINBOW (MARINE)",2671
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",8341
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"HAKE, RED (MUD HAKE)",1
2003066,10,2,2003,General Sullivan Cove (BS),Piscataqua River,"FLOUNDER, WINTER (BLACKBACK)",3
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,"CRAB, GREEN",15
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,BAY ANCHOVY,1
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,"FLOUNDER, WINTER (BLACKBACK)",8
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,"KILLIFISH, STRIPED",6
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,MUMMICHOG (COMMON KILLIFISH) (MARINE),4
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,"MENHADEN, ATLANTIC (POGY)",6
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",316
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,"SMELT, RAINBOW (MARINE)",17
2003067,10,2,2003,Schiller Plant (BS),Piscataqua River,"BASS, STRIPED",1
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,"CRAB, GREEN",7
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,MUMMICHOG (COMMON KILLIFISH) (MARINE),2
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,"STICKLEBACK, NINESPINE",1
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,"SMELT, RAINBOW (MARINE)",1
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,"STICKLEBACK, FOURSPINE",1
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,"KILLIFISH, STRIPED",19
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",312
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,"MENHADEN, ATLANTIC (POGY)",766
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,ALEWIFE (MARINE),26
2003068,10,2,2003,Upper Piscataqua (BS),Piscataqua River,BAY ANCHOVY,1
2003069,10,3,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",6
2003069,10,3,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",3
2003069,10,3,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"STICKLEBACK, NINESPINE",4
2003069,10,3,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"MENHADEN, ATLANTIC (POGY)",7
2003069,10,3,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"KILLIFISH, STRIPED",1
2003069,10,3,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,LUMPFISH,1
2003069,10,3,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",1132
2003070,10,3,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",8
2003070,10,3,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",96
2003071,10,3,2003,Brown's River (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",5
2003071,10,3,2003,Brown's River (BS),Hampton/Seabrook Estuary,"STICKLEBACK, NINESPINE",1
2003071,10,3,2003,Brown's River (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",1
2003071,10,3,2003,Brown's River (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",76
2003072,10,3,2003,Blackwater River (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",7
2003073,10,17,2003,Wentworth (Little Harbor)(BS),Little Harbor,"SILVERSIDE, ATLANTIC",58
2003073,10,17,2003,Wentworth (Little Harbor)(BS),Little Harbor,"FLOUNDER, WINTER (BLACKBACK)",12
2003073,10,17,2003,Wentworth (Little Harbor)(BS),Little Harbor,GRUBBY,2
2003073,10,17,2003,Wentworth (Little Harbor)(BS),Little Harbor,"MENHADEN, ATLANTIC (POGY)",6
2003073,10,17,2003,Wentworth (Little Harbor)(BS),Little Harbor,"STICKLEBACK, NINESPINE",1
2003073,10,17,2003,Wentworth (Little Harbor)(BS),Little Harbor,"KILLIFISH, STRIPED",1
2003073,10,17,2003,Wentworth (Little Harbor)(BS),Little Harbor,"CRAB, GREEN",3
2003074,10,17,2003,Odiorne Beach (BS),Little Harbor,"SILVERSIDE, ATLANTIC",50
2003074,10,17,2003,Odiorne Beach (BS),Little Harbor,"FLOUNDER, WINTER (BLACKBACK)",26
2003074,10,17,2003,Odiorne Beach (BS),Little Harbor,GRUBBY,1
2003074,10,17,2003,Odiorne Beach (BS),Little Harbor,"CRAB, GREEN",1
2003075,10,17,2003,Fort Stark (Little Harbor)(BS),Little Harbor,"FLOUNDER, WINTER (BLACKBACK)",3
2003075,10,17,2003,Fort Stark (Little Harbor)(BS),Little Harbor,"SILVERSIDE, ATLANTIC",157
2003075,10,17,2003,Fort Stark (Little Harbor)(BS),Little Harbor,"MENHADEN, ATLANTIC (POGY)",284
2003075,10,17,2003,Fort Stark (Little Harbor)(BS),Little Harbor,"CRAB, GREEN",2
2003076,11,3,2003,Broad Cove (BS),Little Bay/Great Bay,"MENHADEN, ATLANTIC (POGY)",295
2003076,11,3,2003,Broad Cove (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",623
2003076,11,3,2003,Broad Cove (BS),Little Bay/Great Bay,"SMELT, RAINBOW (MARINE)",80
2003076,11,3,2003,Broad Cove (BS),Little Bay/Great Bay,"CRAB, GREEN",11
2003077,11,3,2003,General Sullivan Cove (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",909
2003077,11,3,2003,General Sullivan Cove (BS),Piscataqua River,"STICKLEBACK, NINESPINE",4
2003077,11,3,2003,General Sullivan Cove (BS),Piscataqua River,"SMELT, RAINBOW (MARINE)",5
2003077,11,3,2003,General Sullivan Cove (BS),Piscataqua River,"MENHADEN, ATLANTIC (POGY)",1
2003077,11,3,2003,General Sullivan Cove (BS),Piscataqua River,"CRAB, GREEN",17
2003077,11,3,2003,General Sullivan Cove (BS),Piscataqua River,"CRAB, ROCK",1
2003078,11,3,2003,Schiller Plant (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",357
2003078,11,3,2003,Schiller Plant (BS),Piscataqua River,"KILLIFISH, STRIPED",7
2003078,11,3,2003,Schiller Plant (BS),Piscataqua River,MUMMICHOG (COMMON KILLIFISH) (MARINE),3
2003078,11,3,2003,Schiller Plant (BS),Piscataqua River,"SMELT, RAINBOW (MARINE)",1
2003078,11,3,2003,Schiller Plant (BS),Piscataqua River,"FLOUNDER, WINTER (BLACKBACK)",5
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",15
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,"KILLIFISH, STRIPED",28
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,"MENHADEN, ATLANTIC (POGY)",24
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,MUMMICHOG (COMMON KILLIFISH) (MARINE),3
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,"SMELT, RAINBOW (MARINE)",2
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,"FLOUNDER, WINTER (BLACKBACK)",5
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,"STICKLEBACK, NINESPINE",1
2003079,11,3,2003,Upper Piscataqua (BS),Piscataqua River,"CRAB, GREEN",13
2003080,11,4,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",58
2003080,11,4,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"MENHADEN, ATLANTIC (POGY)",119
2003080,11,4,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"SMELT, RAINBOW (MARINE)",1
2003080,11,4,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",2
2003080,11,4,2003,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",1
2003081,11,4,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",9
2003081,11,4,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",5
2003081,11,4,2003,Yankee Coop (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",6
2003082,11,4,2003,Brown's River (BS),Hampton/Seabrook Estuary,"MENHADEN, ATLANTIC (POGY)",133
2003082,11,4,2003,Brown's River (BS),Hampton/Seabrook Estuary,"SILVERSIDE, ATLANTIC",1
2003083,11,4,2003,Blackwater River (BS),Hampton/Seabrook Estuary,"MENHADEN, ATLANTIC (POGY)",14
2003084,11,17,2003,Fox Point (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",586
2003084,11,17,2003,Fox Point (BS),Little Bay/Great Bay,"FLOUNDER, WINTER (BLACKBACK)",13
2003084,11,17,2003,Fox Point (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",6
2003084,11,17,2003,Fox Point (BS),Little Bay/Great Bay,"SMELT, RAINBOW (MARINE)",3
2003084,11,17,2003,Fox Point (BS),Little Bay/Great Bay,"STICKLEBACK, FOURSPINE",2
2003084,11,17,2003,Fox Point (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",4
2003084,11,17,2003,Fox Point (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),1
2003085,11,17,2003,Herod's Cove (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",4
2003085,11,17,2003,Herod's Cove (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",33
2003085,11,17,2003,Herod's Cove (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",17
2003085,11,17,2003,Herod's Cove (BS),Little Bay/Great Bay,"STICKLEBACK, FOURSPINE",4
2003085,11,17,2003,Herod's Cove (BS),Little Bay/Great Bay,"FLOUNDER, SMOOTH",1
2003085,11,17,2003,Herod's Cove (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),3
2003085,11,17,2003,Herod's Cove (BS),Little Bay/Great Bay,"CRAB, GREEN",1
2003086,11,17,2003,Oyster River (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",60
2003086,11,17,2003,Oyster River (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),1
2003086,11,17,2003,Oyster River (BS),Little Bay/Great Bay,"MENHADEN, ATLANTIC (POGY)",1
2003086,11,17,2003,Oyster River (BS),Little Bay/Great Bay,"LAMPREY, SEA",1
2003088,11,18,2003,Odiorne Beach (BS),Little Harbor,"SILVERSIDE, ATLANTIC",22
2003088,11,18,2003,Odiorne Beach (BS),Little Harbor,"FLOUNDER, WINTER (BLACKBACK)",9
2003089,11,18,2003,Wentworth (Little Harbor)(BS),Little Harbor,"SILVERSIDE, ATLANTIC",189
2003089,11,18,2003,Wentworth (Little Harbor)(BS),Little Harbor,"FLOUNDER, WINTER (BLACKBACK)",4
2003089,11,18,2003,Wentworth (Little Harbor)(BS),Little Harbor,"SMELT, RAINBOW (MARINE)",4
2003089,11,18,2003,Wentworth (Little Harbor)(BS),Little Harbor,"STICKLEBACK, NINESPINE",2
2003089,11,18,2003,Wentworth (Little Harbor)(BS),Little Harbor,"CRAB, GREEN",2
2003090,11,18,2003,Moody Point(BS),Little Bay/Great Bay,"STICKLEBACK, FOURSPINE",10
2003090,11,18,2003,Moody Point(BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",1
2003090,11,18,2003,Moody Point(BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",1
2004001,6,7,2004,Herod's Cove (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",25
2004001,6,7,2004,Herod's Cove (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),7
2004001,6,7,2004,Herod's Cove (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",5
2004001,6,7,2004,Herod's Cove (BS),Little Bay/Great Bay,"FLOUNDER, WINTER (BLACKBACK)",2
2004001,6,7,2004,Herod's Cove (BS),Little Bay/Great Bay,"STICKLEBACK, FOURSPINE",2
2004001,6,7,2004,Herod's Cove (BS),Little Bay/Great Bay,"CRAB, GREEN",1
2004001,6,7,2004,Herod's Cove (BS),Little Bay/Great Bay,"CRAB, HORSESHOE",2
2004002,6,7,2004,Broad Cove (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",29
2004002,6,7,2004,Broad Cove (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),25
2004002,6,7,2004,Broad Cove (BS),Little Bay/Great Bay,"HERRING, ATLANTIC",51
2004002,6,7,2004,Broad Cove (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",13
2004002,6,7,2004,Broad Cove (BS),Little Bay/Great Bay,CUNNER,1
2004002,6,7,2004,Broad Cove (BS),Little Bay/Great Bay,"TOMCOD, ATLANTIC",1
2004002,6,7,2004,Broad Cove (BS),Little Bay/Great Bay,"CRAB, GREEN",1
2004003,6,7,2004,Fox Point (BS),Little Bay/Great Bay,"TOMCOD, ATLANTIC",1
2004003,6,7,2004,Fox Point (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",2
2004003,6,7,2004,Fox Point (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",1
2004003,6,7,2004,Fox Point (BS),Little Bay/Great Bay,"CRAB, ROCK",1
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",44
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",75
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,"TOMCOD, ATLANTIC",24
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,"STICKLEBACK, THREESPINE",2
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),2
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,"HERRING, ATLANTIC",1
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,"STICKLEBACK, FOURSPINE",1
2004004,6,7,2004,Oyster River (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",2
2004005,6,10,2004,Wentworth (Little Harbor)(BS),Little Harbor,"HERRING, BLUEBACK (MARINE)",25
2004005,6,10,2004,Wentworth (Little Harbor)(BS),Little Harbor,"HERRING, ATLANTIC",6
2004005,6,10,2004,Wentworth (Little Harbor)(BS),Little Harbor,"TOMCOD, ATLANTIC",1
2004005,6,10,2004,Wentworth (Little Harbor)(BS),Little Harbor,"CRAB, GREEN",1
2004006,6,10,2004,Odiorne Beach (BS),Little Harbor,ALEWIFE (MARINE),1
2004006,6,10,2004,Odiorne Beach (BS),Little Harbor,"PIPEFISH, NORTHERN",1
2004006,6,10,2004,Odiorne Beach (BS),Little Harbor,"FLOUNDER, WINTER (BLACKBACK)",1
2004006,6,10,2004,Odiorne Beach (BS),Little Harbor,GRUBBY,1
2004006,6,10,2004,Odiorne Beach (BS),Little Harbor,"SMELT, RAINBOW (MARINE)",1
2004006,6,10,2004,Odiorne Beach (BS),Little Harbor,"CRAB, GREEN",5
2004007,6,10,2004,Fort Stark (Little Harbor)(BS),Little Harbor,"STICKLEBACK, NINESPINE",1
2004008,6,18,2004,Moody Point(BS),Little Bay/Great Bay,ALEWIFE (MARINE),3
2004008,6,18,2004,Moody Point(BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",1
2004008,6,18,2004,Moody Point(BS),Little Bay/Great Bay,"FLOUNDER, SMOOTH",6
2004008,6,18,2004,Moody Point(BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",1
2004009,6,23,2004,General Sullivan Cove (BS),Piscataqua River,"FLOUNDER, SMOOTH",1
2004009,6,23,2004,General Sullivan Cove (BS),Piscataqua River,"KILLIFISH, STRIPED",2
2004009,6,23,2004,General Sullivan Cove (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",15
2004009,6,23,2004,General Sullivan Cove (BS),Piscataqua River,"CRAB, GREEN",10
2004009,6,23,2004,General Sullivan Cove (BS),Piscataqua River,"CRAB, ROCK",2
2004010,6,23,2004,Schiller Plant (BS),Piscataqua River,"FLOUNDER, WINTER (BLACKBACK)",1
2004010,6,23,2004,Schiller Plant (BS),Piscataqua River,CUNNER,1
2004010,6,23,2004,Schiller Plant (BS),Piscataqua River,GRUBBY,7
2004010,6,23,2004,Schiller Plant (BS),Piscataqua River,"CRAB, GREEN",21
2004011,6,23,2004,Upper Piscataqua (BS),Piscataqua River,"KILLIFISH, STRIPED",8
2004011,6,23,2004,Upper Piscataqua (BS),Piscataqua River,"SILVERSIDE, ATLANTIC",1
2004011,6,23,2004,Upper Piscataqua (BS),Piscataqua River,"CRAB, GREEN",6
2004011,6,23,2004,Upper Piscataqua (BS),Piscataqua River,MUMMICHOG (COMMON KILLIFISH) (MARINE),3
2004012,6,24,2004,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",1
2004012,6,24,2004,Smith & Gilmore (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",29
2004013,6,24,2004,Yankee Coop (BS),Hampton/Seabrook Estuary,"FLOUNDER, WINTER (BLACKBACK)",2
2004013,6,24,2004,Yankee Coop (BS),Hampton/Seabrook Estuary,"STICKLEBACK, NINESPINE",3
2004013,6,24,2004,Yankee Coop (BS),Hampton/Seabrook Estuary,"CRAB, GREEN",8
2004014,6,24,2004,Brown's River (BS),Hampton/Seabrook Estuary,GRUBBY,1
2004016,7,6,2004,Herod's Cove (BS),Little Bay/Great Bay,"STICKLEBACK, THREESPINE",1
2004016,7,6,2004,Herod's Cove (BS),Little Bay/Great Bay,"PERCH, WHITE (MARINE)",1
2004016,7,6,2004,Herod's Cove (BS),Little Bay/Great Bay,"FLOUNDER, SMOOTH",2
2004016,7,6,2004,Herod's Cove (BS),Little Bay/Great Bay,"PIPEFISH, NORTHERN",1
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"SMELT, RAINBOW (MARINE)",7
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",84
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"HERRING, ATLANTIC",1
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"FLOUNDER, WINTER (BLACKBACK)",7
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",2
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),3
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"TOMCOD, ATLANTIC",1
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"KILLIFISH, STRIPED",2
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,GRUBBY,1
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"CRAB, ROCK",1
2004017,7,6,2004,Broad Cove (BS),Little Bay/Great Bay,"CRAB, GREEN",7
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,"SILVERSIDE, ATLANTIC",3
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,"SMELT, RAINBOW (MARINE)",417
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",30
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,"HERRING, ATLANTIC",8
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,"STICKLEBACK, FOURSPINE",1
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,LUMPFISH,1
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,"STICKLEBACK, THREESPINE",2
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,GRUBBY,1
2004018,7,6,2004,Fox Point (BS),Little Bay/Great Bay,MUMMICHOG (COMMON KILLIFISH) (MARINE),1
2004019,7,6,2004,Moody Point(BS),Little Bay/Great Bay,"STICKLEBACK, NINESPINE",13
