Observation type,Year,Date,Month,Week of Year,Day of Year,Watch ID,IncludeForRegression,Watch duration (mm:ss),Watch duration (min),Number of nests observed,Event time,"Event (Feeding = chick successful consumed food; adult feeding = adult successfully consumed food; failed feeding = chick failed to consume food, ? Indicates best guess with uncertainty)",NestID,Unique nest ID,Received By,Unique chick ID,Prey item (? Indicates best guess with uncertainty),Prey Family,Prey size (bill lengths),Prey size (mm; based on 36.5 mm average culmen length),Observer,Notes,Exclude watch from feeding rate calculation,Handling time (seconds),Time Arrived,Time Departed,Provided By
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,12:42,Feeding,208,2002.208,A,2002.208.A,mackerel,mackerel,1.25,45.625,SJE,,,,1242,1245,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,12:56,Feeding,205,2002.205,A,2002.205.A,hake,hake,0.75,27.375,SJE,,,,1256,1301,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,13:12,Feeding,218,2002.218,A,2002.218.A,butterfish,butterfish,1,36.5,SJE,,,,1312,1315,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,13:20,Feeding,212,2002.212,B,2002.212.B,lumpfish,lumpfish,1,36.5,SJE,,,,1320,1322,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,13:30,Feeding,216,2002.216,A,2002.216.A,insect,invertebrate ,0.5,18.25,SJE,,,,1330,1333,Unknown Adult
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,13:46,Feeding,163,2002.163,B,2002.163.B,hake,hake,0.75,27.375,SJE,,,,1346,1350,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,14:01,Feeding,212,2002.212,B,2002.212.B,unknown fish,unknown fish,1,36.5,SJE,,,,1401,1401,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,14:14,Feeding,185,2002.185,B,2002.185.B,hake,hake,0.75,27.375,SJE,,,,1414,1415,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,14:29,Feeding,216,2002.216,B,2002.216.B,hake,hake,0.75,27.375,SJE,,,,1429,1430,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,14:41,Feeding,185,2002.185,A,2002.185.A,unknown fish,unknown fish,0.75,27.375,SJE,,,,1441,1441,Parent
blind,2002,7/11/02,Jul,28,192,2002_005,,,,,14:45,end,,,,,,,,,SJE,,,,,,
blind,2002,7/8/02,Jul,28,189,2002_006,,150:00,150,6,15:00,start,216/212/218/215/207/163,,,,,,,,SJE,,,,,,
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,15:11,Feeding,216,2002.216,B,2002.216.B,hake,hake,0.75,27.375,SJE,,,,1511,1511,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,15:33,Feeding,212,2002.212,B,2002.212.B,hake,hake,1,36.5,SJE,,,,1533,1534,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,15:57,Feeding,218,2002.218,A,2002.218.A,unknown fish,unknown fish,0.75,27.375,SJE,,,,1557,1557,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,16:01,Feeding,215,2002.215,A,2002.215.A,ant,invertebrate ,0.5,18.25,SJE,,,,1601,1602,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,16:21,Feeding,215,2002.215,Unknown chick,,bluefish,bluefish,1.25,45.625,SJE,,,,1621,1621,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,16:24,Feeding,207,2002.207,A,2002.207.A,hake,hake,0.75,27.375,SJE,,,,1624,1627,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,16:51,Feeding,163,2002.163,B,2002.163.B,insect,invertebrate ,0.5,18.25,SJE,,,,1651,1655,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,17:13,Feeding,216,2002.216,A,2002.216.A,hake,hake,1,36.5,SJE,,,,1713,1713,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,17:19,Feeding,215,2002.215,A,2002.215.A,hake,hake,1,36.5,SJE,,,,1719,1720,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,17:23,Feeding,215,2002.215,Unknown chick,,bluefish,bluefish,1.5,54.75,SJE,,,,1723,1727,Parent
blind,2002,7/8/02,Jul,28,189,2002_006,,,,,17:30,end,,,,,,,,,SJE,,,,,,
blind,2002,7/10/02,Jul,28,191,2002_007,,240:00,240,6,15:00,start,216/218/212/185/215/163,,,,,,,,SJE,,,,,,
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,15:00,Feeding,216,2002.216,A,2002.216.A,hake,hake,0.75,27.375,SJE,,,,1500,1501,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,15:23,Feeding,218,2002.218,A,2002.218.A,hake,hake,1,36.5,SJE,,,,1523,1524,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,15:52,Feeding,212,2002.212,B,2002.212.B,insect,invertebrate ,0.5,18.25,SJE,,,,1552,1552,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,16:07,Feeding,216,2002.216,B,2002.216.B,herring,herring,1,36.5,SJE,,,,1607,1607,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,16:17,Feeding,185,2002.185,A,2002.185.A,ant,invertebrate ,,,SJE,,,,1617,1618,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,16:24,Feeding,215,2002.215,Unknown chick,,bluefish,bluefish,1,36.5,SJE,,,,1624,1625,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,16:49,Feeding,212,2002.212,B,2002.212.B,mackerel,mackerel,1,36.5,SJE,,,,1649,1649,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,17:10,Feeding,216,2002.216,B,2002.216.B,ant,invertebrate ,0.75,27.375,SJE,,,,1710,1710,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,17:14,Feeding,208,2002.208,A,2002.208.A,unknown,unknown,1.5,54.75,SJE,,,,1714,1716,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,17:21,Feeding,215,2002.215,Unknown chick,,bluefish,bluefish,1.25,45.625,SJE,,,,1721,1725,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,17:34,Feeding,212,2002.212,B,2002.212.B,butterfish,butterfish,1,36.5,SJE,,,,1734,1734,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,17:46,Feeding,163,2002.163,A,2002.163.A,hake,hake,0.75,27.375,SJE,,,,1746,1746,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,17:58,Feeding,163,2002.163,B,2002.163.B,hake,hake,0.75,27.375,SJE,,,,1758,1803,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,18:09,Feeding,218,2002.218,A,2002.218.A,hake,hake,1,36.5,SJE,,,,1809,1814,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,18:22,Feeding,216,2002.216,A,2002.216.A,insect,invertebrate ,0.5,18.25,SJE,,,,1822,1822,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,18:33,Feeding,185,2002.185,B,2002.185.B,mackerel,mackerel,1,36.5,SJE,,,,1833,1834,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,18:41,Feeding,218,2002.218,B,2002.218.B,hake,hake,1,36.5,SJE,,,,1841,1842,Parent
blind,2002,7/10/02,Jul,28,191,2002_007,,,,,19:00,end,,,,,,,,,SJE,,,,,,
blind,2002,7/23/02,Jul,30,204,2002_008,,120:00,120,6,10:10,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,10:13,Feeding,167,2002.167,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,1013,1013,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,10:22,Feeding,1424,2002.1424,Unknown chick,,hake,hake,0.75,27.375,KSB,,,,1022,1023,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,10:28,Feeding,164,2002.164,A,2002.164.A,hake,hake,1.25,45.625,KSB,,,,1028,1030,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,10:33,Feeding,167,2002.167,Unknown chick,,ant,invertebrate ,0.5,18.25,KSB,,,,1033,1033,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,10:47,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,0.75,27.375,KSB,,,,1047,1048,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,11:05,Feeding,164,2002.164,Unknown chick,,hake,hake,1,36.5,KSB,,,,1105,1105,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,11:29,Feeding,167,2002.167,Unknown chick,,hake,hake,1.25,45.625,KSB,,,,1129,1129,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,12:03,Feeding,166,2002.166,Unknown chick,,hake,hake,1.25,45.625,KSB,,,,1203,1205,Unknown Adult
blind,2002,7/23/02,Jul,30,204,2002_008,,,,,12:10,end,,,,,,,,,KSB,,,,,,
blind,2002,7/24/02,Jul,30,205,2002_009,,60:00,60,6,16:05,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/24/02,Jul,30,205,2002_009,,,,,16:05,Feeding,166,2002.166,Unknown chick,,hake,hake,1.5,54.75,KSB,,,,1605,1605,Unknown Adult
blind,2002,7/24/02,Jul,30,205,2002_009,,,,,16:07,Feeding,1424,2002.1424,A,2002.1424.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1607,1607,Unknown Adult
blind,2002,7/24/02,Jul,30,205,2002_009,,,,,16:09,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,0.75,27.375,KSB,,,,1609,1609,Unknown Adult
blind,2002,7/24/02,Jul,30,205,2002_009,,,,,16:10,Feeding,1424,2002.1424,A,2002.1424.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1610,1613,Unknown Adult
blind,2002,7/24/02,Jul,30,205,2002_009,,,,,16:14,Feeding,167,2002.167,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,1614,1614,Unknown Adult
blind,2002,7/24/02,Jul,30,205,2002_009,,,,,16:16,Feeding,1432,2002.1432,A,2002.1432.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1616,1616,Unknown Adult
blind,2002,7/24/02,Jul,30,205,2002_009,,,,,17:05,end,,,,,,,,,KSB,,,,,,
blind,2002,7/25/02,Jul,30,206,2002_010,,125:00,125,6,7:35,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,7:37,Feeding,167,2002.167,Unknown chick,,ant,invertebrate ,0.5,18.25,KSB,,,,737,737,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,7:44,Feeding,167,2002.167,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,744,744,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,7:56,Feeding,1424,2002.1424,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,756,757,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,8:03,Feeding,1390,2002.1390,A,2002.1390.A,mackerel,mackerel,1,36.5,KSB,,,,803,803,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,8:07,Feeding,1432,2002.1432,A,2002.1432.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,807,807,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,8:16,Feeding,1424,2002.1424,A,2002.1424.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,816,816,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,8:17,Feeding,167,2002.167,Unknown chick,,mackerel,mackerel,1,36.5,KSB,,,,817,817,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_010,,,,,8:41,end,,,,,,,,,KSB,,,,,,
blind,2002,7/25/02,Jul,30,206,2002_011,,54:00,54,6,8:46,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/25/02,Jul,30,206,2002_011,,,,,9:10,Feeding,167,2002.167,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,910,910,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_011,,,,,9:14,Feeding,1390,2002.1390,Unknown chick,,herring,herring,1,36.5,KSB,,,,914,914,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_011,,,,,9:16,Feeding,167,2002.167,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,916,916,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_011,,,,,9:18,Feeding,164,2002.164,Unknown chick,,mackerel,mackerel,1.25,45.625,KSB,,,,918,918,Unknown Adult
blind,2002,7/25/02,Jul,30,206,2002_011,,,,,9:40,end,,,,,,,,,KSB,,,,,,
blind,2002,7/26/02,Jul,30,207,2002_012,,120:00,120,6,11:50,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,12:01,Feeding,167,2002.167,Unknown chick,,lumpfish,lumpfish,0.75,27.375,KSB,,,,1201,1201,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,12:07,Feeding,166,2002.166,Unknown chick,,hake,hake,1,36.5,KSB,,,,1207,1207,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,12:21,Feeding,167,2002.167,Unknown chick,,herring,herring,1.25,45.625,KSB,,,,1221,1221,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,12:28,Feeding,164,2002.164,A,2002.164.A,hake,hake,1,36.5,KSB,,,,1228,1228,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,13:11,Feeding,164,2002.164,A,2002.164.A,hake,hake,1.25,45.625,KSB,,,,1311,1311,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,13:22,Feeding,1390,2002.1390,A,2002.1390.A,hake,hake,1.25,45.625,KSB,,,,1322,1322,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,13:26,Feeding,1424,2002.1424,A,2002.1424.A,hake,hake,1,36.5,KSB,,,,1326,1326,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,13:28,Feeding,1390,2002.1390,A,2002.1390.A,ant,invertebrate ,0.5,18.25,KSB,,,,1328,1328,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,13:42,Feeding,1390,2002.1390,A,2002.1390.A,hake,hake,1,36.5,KSB,,,,1342,1342,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_012,,,,,13:50,end,,,,,,,,,KSB,,,,,,
blind,2002,7/26/02,Jul,30,207,2002_013,,120:00,120,6,14:35,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,14:38,Feeding,1390,2002.1390,A,2002.1390.A,unknown fish,unknown fish,0.75,27.375,KSB,,,,1438,1438,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,14:46,Feeding,1390,2002.1390,A,2002.1390.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1446,1446,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,15:25,Feeding,166,2002.166,Unknown chick,,mackerel,mackerel,1.25,45.625,KSB,,,,1525,1525,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,15:26,Feeding,1390,2002.1390,A,2002.1390.A,herring,herring,1,36.5,KSB,,,,1526,1526,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,15:35,Feeding,167,2002.167,Unknown chick,,cunner,cunner,1.5,54.75,KSB,,,,1535,1535,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,15:39,Feeding,1424,2002.1424,Unknown chick,,hake,hake,1,36.5,KSB,,,,1539,1539,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,15:43,Feeding,167,2002.167,Unknown chick,,ant,invertebrate ,0.5,18.25,KSB,,,,1543,1543,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,15:52,Feeding,167,2002.167,Unknown chick,,cunner,cunner,0.75,27.375,KSB,,,,1552,1552,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,15:57,Feeding,166,2002.166,Unknown chick,,mackerel,mackerel,1.5,54.75,KSB,,,,1557,1602,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,16:06,Feeding,166,2002.166,Unknown chick,,hake,hake,0.75,27.375,KSB,,,,1606,1607,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,16:13,Feeding,1390,2002.1390,A,2002.1390.A,mackerel,mackerel,1.25,45.625,KSB,,,,1613,1613,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,16:25,Feeding,166,2002.166,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,1625,1625,Unknown Adult
blind,2002,7/26/02,Jul,30,207,2002_013,,,,,16:35,end,,,,,,,,,KSB,,,,,,
blind,2002,7/27/02,Jul,30,208,2002_014,,45:00,45,6,8:50,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/27/02,Jul,30,208,2002_014,,,,,8:55,Feeding,167,2002.167,Unknown chick,,herring,herring,1.25,45.625,KSB,,,,855,855,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_014,,,,,9:20,Feeding,1432,2002.1432,A,2002.1432.A,unknown fish,unknown fish,1.5,54.75,KSB,,,,920,920,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_014,,,,,9:35,end,,,,,,,,,KSB,,,,,,
blind,2002,7/27/02,Jul,30,208,2002_015,,75:00,75,6,10:15,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,10:22,Feeding,166,2002.166,Unknown chick,,hake,hake,1.5,54.75,KSB,,,,1022,1023,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,10:33,Feeding,1390,2002.1390,A,2002.1390.A,hake,hake,0.75,27.375,KSB,,,,1033,1033,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,10:38,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,0.5,18.25,KSB,,,,1038,1038,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,11:02,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,0.75,27.375,KSB,,,,1102,1102,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,11:10,Feeding,1390,2002.1390,A,2002.1390.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1110,1110,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,11:26,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,0.5,18.25,KSB,,,,1126,1126,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,11:29,Feeding,1390,2002.1390,A,2002.1390.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1129,1129,Unknown Adult
blind,2002,7/27/02,Jul,30,208,2002_015,,,,,11:30,end,,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_016,,80:00,80,6,12:55,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:00,Feeding,1432,2002.1432,A,2002.1432.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1300,1300,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:02,Feeding,1390,2002.1390,A,2002.1390.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1302,1302,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:05,Feeding,1432,2002.1432,A,2002.1432.A,ant,invertebrate ,0.5,18.25,KSB,,,,1305,1305,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:13,Feeding,164,2002.164,Unknown chick,,ant,invertebrate ,0.5,18.25,KSB,,,,1313,1313,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:26,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,0.5,18.25,KSB,,,,1326,1326,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:35,Feeding,164,2002.164,A,2002.164.A,hake,hake,0.75,27.375,KSB,,,,1335,1335,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:46,Feeding,1432,2002.1432,A,2002.1432.A,herring,herring,0.75,27.375,KSB,,,,1346,1348,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:47,Feeding,1390,2002.1390,A,2002.1390.A,herring,herring,0.75,27.375,KSB,,,,1347,1347,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:49,Feeding,167,2002.167,Unknown chick,,herring,herring,1.25,45.625,KSB,,,,1349,1349,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,13:53,Feeding,1432,2002.1432,A,2002.1432.A,herring,herring,0.75,27.375,KSB,,,,1353,1353,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,14:06,Feeding,166,2002.166,Unknown chick,,unknown fish,unknown fish,0.75,27.375,KSB,,,,1406,1406,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_016,,,,,14:15,end,,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_017,,35:00,35,6,14:20,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_017,,,,,14:36,Feeding,1424,2002.1424,A,2002.1424.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1436,1437,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_017,,,,,14:49,Feeding,164,2002.164,A,2002.164.A,hake,hake,0.75,27.375,KSB,,,,1449,1449,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_017,,,,,14:55,end,,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_018,,59:00,59,6,15:01,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_018,,,,,15:05,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,1,36.5,KSB,,,,1505,1505,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_018,,,,,15:25,Feeding,167,2002.167,Unknown chick,,lumpfish,lumpfish,0.75,27.375,KSB,,,,1525,1525,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_018,,,,,16:00,end,,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_019,,75:00,75,6,16:15,start,1390/1432/164/1424/166/167,,,,,,,,KSB,,,,,,
blind,2002,7/28/02,Jul,31,209,2002_019,,,,,16:30,Feeding,1424,2002.1424,A,2002.1424.A,hake,hake,0.75,27.375,KSB,,,,1630,1630,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_019,,,,,16:42,Feeding,167,2002.167,Unknown chick,,unknown fish,unknown fish,0.5,18.25,KSB,,,,1642,1642,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_019,,,,,16:50,Feeding,166,2002.166,Unknown chick,,hake,hake,1.5,54.75,KSB,,,,1650,1650,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_019,,,,,16:51,Feeding,1424,2002.1424,A,2002.1424.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1651,1652,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_019,,,,,16:53,Feeding,1432,2002.1432,A,2002.1432.A,hake,hake,0.75,27.375,KSB,,,,1653,1654,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_019,,,,,17:26,Feeding,164,2002.164,A,2002.164.A,unknown fish,unknown fish,0.5,18.25,KSB,,,,1726,1726,Unknown Adult
blind,2002,7/28/02,Jul,31,209,2002_019,,,,,17:30,end,,,,,,,,,KSB,,,,,,
blind,2002,7/6/02,Jul,27,187,2002_020,,150:00,150,6,15:30,start,163/185/218/216/208/212,,,,,,,,SJE,,,,,,
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,15:30,Feeding,163,2002.163,A,2002.163.A,insect,invertebrate ,0.5,18.25,SJE,,,,1530,1531,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,15:34,Feeding,185,2002.185,A,2002.185.A,bluefish,bluefish,1.25,45.625,SJE,,,,1534,1534,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,15:44,Feeding,218,2002.218,B,2002.218.B,hake,hake,1,36.5,SJE,,,,1544,1546,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,15:51,Feeding,216,2002.216,A,2002.216.A,hake,hake,0.75,27.375,SJE,,,,1551,1552,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,16:01,Feeding,212,2002.212,B,2002.212.B,sandlance,sandlance,2,73,SJE,,,,1601,1601,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,16:09,Feeding,218,2002.218,B,2002.218.B,unknown fish,unknown fish,0.75,27.375,SJE,,,,1609,1609,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,16:11,Feeding,208,2002.208,A,2002.208.A,herring,herring,1.25,45.625,SJE,,,,1611,1612,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,16:17,Feeding,163,2002.163,B,2002.163.B,butterfish,butterfish,1,36.5,SJE,,,,1617,1618,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,16:23,Feeding,218,2002.218,A,2002.218.A,unknown fish,unknown fish,0.75,27.375,SJE,,,,1623,1623,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,16:37,Feeding,212,2002.212,A,2002.212.A,hake,hake,0.75,27.375,SJE,,,,1637,1637,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,16:52,Feeding,216,2002.216,B,2002.216.B,hake,hake,1,36.5,SJE,,,,1652,1653,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,17:04,Feeding,218,2002.218,A,2002.218.A,unknown fish,unknown fish,0.75,27.375,SJE,,,,1704,1704,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,17:11,Feeding,185,2002.185,A,2002.185.A,bluefish,bluefish,1,36.5,SJE,,,,1711,1711,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,17:39,Feeding,185,2002.185,B,2002.185.B,hake,hake,0.75,27.375,SJE,,,,1739,1739,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,17:59,Feeding,212,2002.212,A,2002.212.A,hake,hake,0.75,27.375,SJE,,,,1759,1759,Parent
blind,2002,7/6/02,Jul,27,187,2002_020,,,,,18:00,end,,,,,,,,,SJE,,,,,,
blind,2002,7/9/02,Jul,28,190,2002_021,,150:00,150,6,9:15,start,208/215/212/163/216/218,,,,,,,,SJE,,,,,,
blind,2002,7/9/02,Jul,28,190,2002_021,,,,,9:15,Feeding,208,2002.208,A,2002.208.A,insect,invertebrate ,0.5,18.25,SJE,,,,915,916,Parent
blind,2002,7/9/02,Jul,28,190,2002_021,,,,,9:19,Feeding,215,2002.215,A,2002.215.A,hake,hake,1.25,45.625,SJE,,,,919,923,Parent
